# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-05 11:28:19
item,id,year,title,AU,SO,DE
246,WOS:000335415400002,2014,Linking spatially explicit species distribution and population models to plan for the persistence of plant species under global change,"Franklin, Janet|Regan, Helen M.|Syphard, Alexandra D.",ENVIRONMENTAL CONSERVATION,biodiversity|population viability|population model|fire|california|species distribution model|rare plant species|urban growth model|land-use change|climate change
247,WOS:000414818700006,2017,Assessment of environmental impacts and operational costs of the implementation of an innovative source-separated urine treatment,"Igos, Elorri|Besson, Mathilde|Gutierrez, Tomas Navarrete|de Faria, Ana Barbara Bisinella|Benetto, Enrico|Barna, Ligia|Ahmadi, Aras|Sperandio, Mathieu",WATER RESEARCH,source-separated urine treatment|process simulation|sustainability assessment|innovative technology|integrated modelling
248,WOS:000403512500010,2017,An overview of the system dynamics process for integrated modelling of socio-ecological systems: Lessons on good modelling practice from five case studies,"Elsawah, Sondoss|Pierce, Suzanne A.|Hamilton, Serena H.|van Delden, Hedwig|Haase, Dagmar|Elmandi, Amgad|Jakeman, Anthony J.",ENVIRONMENTAL MODELLING & SOFTWARE,system dynamics|integrated assessment|integrated modelling|socio-ecological systems|modelling practices|decision support
249,WOS:000386425400008,2016,"Assessing drought threats to agricultural water supplies under climate change by combining the SWAT and MODSIM models for the Geum River basin, South Korea","Ahn, So Ra|Jeong, Jae Hak|Kim, Seong Joon",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,swat|modsim|climate change|agricultural water supply capacity|water balance analysis|irrigation facilities
250,WOS:000355569100015,2015,"Hydrological projections based on the coupled hydrological-hydraulic modeling in the complex river network region: a case study in the Taihu basin, China","Liu, Liu|Xu, Zongxue",JOURNAL OF WATER AND CLIMATE CHANGE,climate change|flood|hydrological-hydraulic coupling model|taihu|urbanization
251,WOS:000366770500001,2016,Development of a visualization tool for integrated surface water-groundwater modeling,"Tian, Yong|Zheng, Yi|Zheng, Chunmiao",COMPUTERS & GEOSCIENCES,scientific visualization|gsflow|integrated surface water-groundwater modeling|heihe river basin|water resources management
252,WOS:000331916100031,2014,Integrated earth system dynamic modeling for life cycle impact assessment of ecosystem services,"Arbault, Damien|Riviere, Mylene|Rugani, Benedetto|Benetto, Enrico|Tiruta-Barna, Ligia",SCIENCE OF THE TOTAL ENVIRONMENT,life cycle impact assessment (lcia)|life cycle assessment (lca)|dynamic modeling|ecosystem services (es)|integrated modeling|global unified metamodel of the biosphere (gumbo)
253,WOS:000330463600018,2014,An Integrated Modeling Approach for Estimating the Water Quality Benefits of Conservation Practices at the River Basin Scale,"Santhi, C.|Kannan, N.|White, M.|Di Luzio, M.|Arnold, J. G.|Wang, X.|Williams, J. R.",JOURNAL OF ENVIRONMENTAL QUALITY,
254,WOS:000347274100008,2014,Towards the development of integrated modelling systems in aquatic biogeochemistry: a Bayesian approach,"Kim, Dong-Kyun|Zhang, Weitao|Hiriart-Baer, Veronique|Wellen, Christopher|Long, Tanya|Boyd, Duncan|Arhonditsis, George B.",JOURNAL OF GREAT LAKES RESEARCH,process-based modelling|eutrophication|bayesian inference|retrospective analysis|water quality criteria|decision making
255,WOS:000403512500013,2017,"The rocky road to extended simulation frameworks covering uncertainty, inversion, optimization and control","Wirtz, Daniel|Nowak, Wolfgang",ENVIRONMENTAL MODELLING & SOFTWARE,scientific computing|extended software frameworks|no free lunch|reproducibility|software trust
256,WOS:000351978500013,2015,"Integrated modeling of aerosol, cloud, precipitation and land processes at satellite-resolved scales","Peters-Lidard, Christa D.|Kemp, Eric M.|Matsui, Toshihisa|Santanello, Joseph A.|Kumar, Sujay V.|Jacob, Jossy P.|Clune, Thomas|Tao, Wei-Kuo|Chin, Mian|Hou, Arthur|Case, Jonathan L.|Kim, Dongchul|Kim, Kyu-Myong|Lau, William|Liu, Yuqiong|Shi, Jainn|Starr, David|Tan, Qian|Tao, Zhining|Zaitchik, Benjamin F.|Zavodsky, Bradley|Zhang, Sara Q.|Zupanski, Milija",ENVIRONMENTAL MODELLING & SOFTWARE,earth system modeling|aerosols|clouds|precipitation|land surface modeling|satellites|high performance computing|frameworks|interoperability|earth system studies
257,WOS:000366133100005,2015,Implications of water policy reforms for agricultural productivity in South Africa: Scenario analysis based on the Olifants river basin,"Thiam, Djiby Racine|Muchapondwa, Edwin|Kirsten, Johann|Bourblanc, Magalie",WATER RESOURCES AND ECONOMICS,water policy|south africa|olifants river basin|agriculture|water rights|integrated modeling approach
258,WOS:000407358500014,2016,"Comparative evaluation of the effects of climate and land-cover changes on hydrologic responses of the Muskeg River, Alberta, Canada","Eum, Hyung-Il|Dibike, Yonas|Prowse, Terry",JOURNAL OF HYDROLOGY-REGIONAL STUDIES,land-cover|climate change|hydrologic regime|muskeg river basin|vic model
259,WOS:000357968600057,2014,Selecting an optimal climatic dataset for integrated modelling of the Ebro hydrosystem,"Dezetter, A.|Fabre, J.|Ruelland, D.|Servat, E.|Daniell, TM|VanLanen, HAJ|Demuth, S|Laaha, G|Servat, E|Mahe, G|Boyer, JF|Paturel, JM|Dezetter, A|Ruelland, D",HYDROLOGY IN A CHANGING WORLD: ENVIRONMENTAL AND HUMAN DIMENSIONS,climatic datasets|interpolation|rainfall-runoff modelling|ebro basin|hydro-system modelling|selection method
260,WOS:000370832200002,2016,Integrated modelling and optimisation of irrigation systems at the field and catchment scale with limited water resources,"Schuetze, Niels|Stange, Peter|Griessbach, Ulrike|Roehm, Patric|Wagner, Michael",HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,integrated modelling|irrigation|safe yields|saphir|stochastic methods|water demand|water productivity
261,WOS:000367105900005,2016,A Bayesian belief network modelling of household factors influencing the risk of malaria: A study of parasitaemia in children under five years of age in sub-Saharan Africa,"Semakula, Henry Musoke|Song, Guobao|Achuu, Simon Peter|Zhang, Shushen",ENVIRONMENTAL MODELLING & SOFTWARE,malaria parasitaemia|bayesian belief network|household factors|children|sub-saharan africa
262,WOS:000361906900022,2015,Using a Model MAP to prepare hydro-meteorological models for generic use,"Harpham, Quillon",ENVIRONMENTAL MODELLING & SOFTWARE,environmental modeling|hydro-meteorology|model integration|metadata|standards
263,WOS:000334068000012,2014,Groundwater-fed irrigation impacts spatially distributed temporal scaling behavior of the natural system: a spatio-temporal framework for understanding water management impacts,"Condon, Laura E.|Maxwell, Reed M.",ENVIRONMENTAL RESEARCH LETTERS,water management|integrated modeling|scaling|temporal dynamics
264,WOS:000404816000046,2017,Metal-fluxes characterization at a catchment scale: Study of mixing processes and end-member analysis in the Meca River watershed (SW Spain),"Canovas, C. R.|Macias, F.|Olias, M.|Perez Lopez, R.|Nieto, J. M.",JOURNAL OF HYDROLOGY,emma|mix|elemental ratios|flood events|particulate and dissolved metal transport
265,WOS:000358990300036,2015,The Generation of Runoff Through Ephemeral Streams,"Doglioni, Angelo|Galeandro, Annalisa|Simeone, Vincenzo|Lollino, G|Arattano, M|Rinaldi, M|Giustolisi, O|Marechal, JC|Grant, GE","ENGINEERING GEOLOGY FOR SOCIETY AND TERRITORY, VOL 3: RIVER BASINS, RESERVOIR SEDIMENTATION AND WATER RESOURCES",ephemeral streams|karst areas|hydrograph|iuh|flood integrated modeling
266,WOS:000403644700009,2017,Designing the Distributed Model Integration Framework - DMIF,"Belete, Getachew F.|Voinov, Alexey|Morales, Javier",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modeling|web services|wrapping|service oriented architecture|semantic mediation
267,WOS:000329561100015,2014,An automated multi-step calibration procedure for a river system model,"Hughes, J. D.|Dutta, D.|Vaze, J.|Kim, S. S. H.|Podger, G.",ENVIRONMENTAL MODELLING & SOFTWARE,large river basin|irrigation|unaccounted gains|unaccounted loss|loss function|calibration|routing|floodplain|irrigation
268,WOS:000365376400036,2016,Optimizing conjunctive use of surface water and groundwater for irrigation to address human-nature water conflicts: A surrogate modeling approach,"Wu, Xin|Zheng, Yi|Wu, Bin|Tian, Yong|Han, Feng|Zheng, Chunmiao",AGRICULTURAL WATER MANAGEMENT,irrigation|water diversion|integrated surface water-groundwater modeling|surrogate modeling|optimization|heihe river basin
269,WOS:000399967900012,2017,Air Quality Management in Tehran Using a Multi-Dimensional Decision Support System,"Ghodousi, Mehran|Atabi, Farideh|Nouri, Jafar|Gharagozlou, Alireza",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,decision support system|air quality management|robust strategy|pollution predicting
270,WOS:000443720300001,2014,Toward a theoretical framework for integrated modeling of hydrological change,"Ceola, Serena|Montanari, Alberto|Koutsoyiannis, Demetris",WILEY INTERDISCIPLINARY REVIEWS-WATER,
271,WOS:000349429800018,2015,Integrated assessment and modelling: Overview and synthesis of salient dimensions,"Hamilton, Serena H.|ElSawah, Sondoss|Guillaume, Joseph H. A.|Jakeman, Anthony J.|Pierce, Suzanne A.",ENVIRONMENTAL MODELLING & SOFTWARE,integration|integrated assessment|dimensions|integrated models|environmental modelling|integrated modeling
272,WOS:000370454200004,2016,Impacts of Groundwater Constraints on Saudi Arabia's Low-Carbon Electricity Supply Strategy,"Parkinson, Simon C.|Djilali, Ned|Krey, Volker|Fricko, Oliver|Johnson, Nils|Khan, Zarrar|Sedraoui, Khaled|Almasoud, Abdulrahman H.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
