,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
114,WOS:000241177900002,2006,Design parameterization and tool integration for CAD-based mechanism optimization,,"This paper presents an open and integrated tool environment that enables engineers to effectively search, in a CAD solid model form, for a mechanism design with optimal kinematic and dynamic performance. In order to demonstrate the feasibility of such an environment, design parameterization that supports capturing design intents in product solid models must be available, and advanced modeling, simulation, and optimization technologies implemented in engineering software tools must be incorporated. In this paper, the design parameterization capabilities developed previously have been applied to support design optimization of engineering products, including a High Mobility Multi-purpose Wheeled Vehicle (HMMWV). In the proposed environment, Pro/ENGINEER and SolidWorks are supported for product model representation, DADS (Dynamic Analysis and Design System) is employed for dynamic simulation of mechanical systems including ground vehicles, and DOT (Design Optimization Tool) is included for a batch mode design optimization. In addition to the commercial tools, a number of software modules have been implemented to support the integration; e.g., interface modules for data retrieval, and model update modules for updating CAD and simulation models in accordance with design changes. Note that in this research, the overall finite difference method has been adopted to support design sensitivity analysis. (C) ", Elsevier Ltd. All rights reserved.,"Chang, Kuang-Hua|Joo, Sung-Hwan",ADVANCES IN ENGINEERING SOFTWARE,design optimization|design parameterization|computer-aided design|dynamic simulation|tool integration,10.1016/j.advengsoft.2006.05.005
117,WOS:000400267300014,2017,Hierarchical approach to hydrological model calibration,WATER-QUALITY MODELS|UNCERTAINTY ANALYSIS|RIVER-BASIN|SWAT|OPTIMIZATION|FLOW|EQUIFINALITY|PREDICTIONS|SENSITIVITY|VALIDATION,"Hydrological models have been widely used for water resources management. Successful application of hydrological models depends on careful calibration and uncertainty analysis. Spatial unit of water balance calculations may differ widely in different models from grids to hydrological response units (HRU). The Soil and Water Assessment Tool (SWAT) software uses HRU as the spatial unit. SWAT simulates hydrological processes at sub-basin level by deriving HRUs by thresholding areas of soil type, land use, and slope combinations. This may ignore some important areas, which may have great impact on hydrological processes in the watershed. In this study, a hierarchical HRU approach was developed in order to increase model performance and reduce computational complexity simultaneously. For hierarchical optimization, HRUs are first divided into two-HRU types and are optimized with respect to some relevant influence parameters. Then, each HRU is further divided into two. Each child HRU inherits the optimum parameter values of the parent HRU as its initial value. This approach decreases the total calibration time while obtaining a better result. The performance of the hierarchical methodology is demonstrated on two basins, namely Sarisu-Eylikler and Namazgah Dam Lake Basins in Turkey. In Sarisu-Eylikler, we obtained good results by a combination of curve number (CN), soil hydraulic conductivity, and slope for generating HRUs, while in Namazgah use of only CN gave better results.",,"Ozdemir, Ayfer|Leloglu, Ugur Murat|Abbaspour, Karim C.",ENVIRONMENTAL EARTH SCIENCES,swat|calibration|hydrological response unit|sufi2|optimization,10.1007/s12665-017-6560-6
118,WOS:000413245200004,2017,A user-friendly software package for VIC hydrologic model development,GLOBAL SENSITIVITY-ANALYSIS|PRECIPITATION PRODUCTS|MULTISITE CALIBRATION|SOIL-MOISTURE|RUNOFF-MODEL|WATER|BASIN|SIMULATION|DATASET|FLUXES,"The Variable Infiltration Capacity (VIC) hydrologic and river routing model simulates the water and energy fluxes that occur near the land surface and provides useful information regarding the quantity and timing of available water within a watershed system. However, despite its popularity, wider adoption is hampered by the considerable effort required to prepare model inputs and calibrate the model parameters. This study presents a user-friendly software package, named VIC-Automated Setup Toolkit (VIC-ASSIST), accessible through an intuitive MATLAB graphical user interface. VIC-ASSIST enables users to navigate the model building process through prompts and automation, with the intention to promote the use of the model for practical, educational, and research purposes. The automated processes include watershed delineation, climate and geographical input set-up, model parameter calibration, sensitivity analysis, and graphical output generation. We demonstrate the package's utilities in various case studies. (C) ", Elsevier Ltd. All rights reserved.,"Wi, Sungwook|Ray, Patrick|Demaria, Eleonora M. C.|Steinschneider, Scott|Brown, Casey",ENVIRONMENTAL MODELLING & SOFTWARE,vic hydrologic model|vic setup assistant tool|matlab graphic user interface|automatic calibration|sensitivity analysis,10.1016/j.envsoft.2017.09.006
120,WOS:000388155500003,2016,GTApprox: Surrogate modeling for industrial design,SENSITIVITY-ANALYSIS|GAUSSIAN-PROCESSES|REGRESSION|REGULARIZATION|ALGORITHM|SELECTION|MACHINE|SPLINES|SAMPLES|EXPERTS,"We describe GTApprox - a new tool for medium-scale surrogate modeling in industrial design. Compared to existing software, GTApprox brings several innovations: a few novel approximation algorithms, several advanced methods of automated model selection, novel options in the form of hints. We demonstrate the efficiency of GTApprox on a large collection of test problems. In addition, we describe several applications of GTApprox to real engineering problems. (C) ", Elsevier Ltd. All rights reserved.,"Belyaev, Mikhail|Burnaev, Evgeny|Kapushev, Ermek|Panov, Maxim|Prikhodko, Pavel|Vetrov, Dmitry|Yarotsky, Dmitry",ADVANCES IN ENGINEERING SOFTWARE,approximation|surrogate model|surrogate-based optimization,10.1016/j.advengsoft.2016.09.001
126,WOS:000270759400017,2009,Quantifying predictive uncertainty for a mountain-watershed model,HYDROLOGIC-MODELS|AUTOMATIC CALIBRATION|GLOBAL OPTIMIZATION|SWAT MODEL|VALIDATION|SENSITIVITY,"Watershed models require calibration before they are utilized as a decision-making tool. This paper describes a rigorous sensitivity analysis, automated parameter estimation and evaluation of prediction uncertainty for a Watershed Analysis Risk Management Framework (WARMF) model of the Turkey Creek Watershed. Sensitivity analysis was conducted using UCODE calibration and uncertainty-analysis software. Simulated stream flow is strongly sensitive to  of the  parameters evaluated: hydraulic conductivity, field capacity, total porosity, precipitation weighting factor, evaporation magnitude, evaporation skewness and snow melting rates; and parameter sensitivity is dependent on site-specific climate and soil conditions. Simulated stream flow matched observed stream flow fairly well with an R() value of ., Nash-Sutcliffe coefficient of efficiency (NSE) value of . and Root Mean Squared Error (RMSE) of . m()/s. The calibrated model was used to predict changes in stream flow that would result from changes in land use, including development of forested areas in parts of the watershed to commercial and residential areas. As expected, new development resulted in increased peak flows and reduced low flows. Uncertainty associated with all model parameters, including those not estimated by calibration by enhancing the parameter variance/covariance matrix, was considered when evaluating prediction uncertainties. Seventy percent of the time, predicted flows had uncertainties less than % with more of the uncertainty during low flow conditions.", (C) 2009 Elsevier B.V. All rights reserved.,"Geza, Mengistu|Poeter, Eileen P.|McCray, John E.",JOURNAL OF HYDROLOGY,sensitivity analysis|automatic calibration|prediction uncertainty|ucode|warmf,10.1016/j.jhydrol.2009.07.025
127,WOS:000405513900006,2017,Bayesian inference of earthquake parameters from buoy data using a polynomial chaos-based surrogate,NUMERICAL TIDAL MODEL|UNCERTAINTY QUANTIFICATION|DIFFERENTIAL-EQUATIONS|FRICTION COEFFICIENTS|TSUNAMI|SIMULATIONS,"This work addresses the estimation of the parameters of an earthquake model by the consequent tsunami, with an application to the Chile  event. We are particularly interested in the Bayesian inference of the location, the orientation, and the slip of an Okada-based model of the earthquake ocean floor displacement. The tsunami numerical model is based on the GeoClaw software while the observational data is provided by a single DARTa""c buoy. We propose in this paper a methodology based on polynomial chaos expansion to construct a surrogate model of the wave height at the buoy location. A correlated noise model is first proposed in order to represent the discrepancy between the computational model and the data. This step is necessary, as a classical independent Gaussian noise is shown to be unsuitable for modeling the error, and to prevent convergence of the Markov Chain Monte Carlo sampler. Second, the polynomial chaos model is subsequently improved to handle the variability of the arrival time of the wave, using a preconditioned non-intrusive spectral method. Finally, the construction of a reduced model dedicated to Bayesian inference is proposed. Numerical results are presented and discussed.",,"Giraldi, Loic|Le Maitre, Olivier P.|Mandli, Kyle T.|Dawson, Clint N.|Hoteit, Ibrahim|Knio, Omar M.",COMPUTATIONAL GEOSCIENCES,uncertainty quantification|bayesian inference|polynomial chaos expansion|noise model|low-rank representation|shallow water equation|tsunami|earthquake inversion,10.1007/s10596-017-9646-z
132,WOS:000411869000009,2017,A Scenario Based Impact Assessment of Trace Metals on Ecosystem of River Ganges Using Multivariate Analysis Coupled with Fuzzy Decision-Making Approach,WATER-QUALITY MANAGEMENT|HEAVY-METALS|INDIA|BASIN|FISH,"The growing consciousness about the health risks associated with environmental pollutants has brought a major shift in global concern towards prevention of hazardous/trace metals discharge in water bodies. Majority of these trace metals gets accumulated in the body of aquatic lives, which are considered as potential indicators of hazardous content. This results in an ecological imbalance in the form of poisoning, diseases and even death of fish and other aquatic lives, and ultimately affect humans through food chain. Trace metals such as Cd, Cr, Cu, Mn, Ni, Pb and Zn originated from various industrial operations containing metallic solutions and agricultural practices, have been contributing significantly to cause aquatic pollution. The present study develops a novel approach of expressing sustainability of river's ecosystem based on health of the fish by coupling fuzzy sensitivity analysis into multivariate analysis. A systematic methodology has been developed by generating monoplot, two dimensional biplot and rotated component matrix (using 'Analyze it' and 'SPSS' software), which can simultaneously identify critical trace metals and their industrial sources, critical sampling stations, and adversely affected fish species along with their interrelationships. A case study of assessing the impact of trace metals on the aquatic life of river Ganges, India has also been presented to demonstrate effectiveness of the model. The clusters pertaining to various water quality parameters have been identified using Principal Component Analysis (PCA) to determine actual sources of pollutants and their impact on aquatic life. The fuzzy sensitivity analysis reveals the cause-effect relationship of these critical parameters. The study suggests pollution control agencies to enforce appropriate regulations on the wastewater dischargers responsible for polluting river streams with a particular kind of trace metal(s).",,"Srinivas, R.|Singh, Ajit Pratap|Sharma, Rishikesh",WATER RESOURCES MANAGEMENT,aquatic ecosystem|fuzzy decision-making|impact assessment|multivariate analysis|river ecosystem|water quality,10.1007/s11269-017-1738-y
133,WOS:000241572400011,2006,Optimal control of open-channel flow using adjoint sensitivity analysis,MANNINGS ROUGHNESS COEFFICIENTS|CONTAMINANT RELEASES|HAZARD MITIGATION|WAVE CONTROL|IDENTIFICATION|OPTIMIZATION|RIVERS|MODEL,"An optimal flow control methodology based on adjoint sensitivity analysis for controlling nonlinear open channel flows with complex geometries is presented. The adjoint equations, derived from the nonlinear Saint-Venant equations, are generally capable of evaluating the time-dependent sensitivities with respect to a variety of control variables under complex flow conditions and cross-section shapes. The internal boundary conditions of the adjoint equations at a confluence (junction) derived by the variational approach make the flow control model applicable to solve optimal flow control problems in a channel network over a watershed. As a result, an optimal flow control software package has been developed, in which two basic modules, i.e., a hydrodynamic module and a bound constrained optimization module using the limited-memory quasi-Newton algorithm, are integrated. The effectiveness and applicability of this integrated optimal control tool are demonstrated thoroughly by implementing flood diversion controls in rivers, from one reach with a single or multiple floodgates (with or without constraints), to a channel network with multiple floodgates. This new optimal flow control model can be generally applied to make optimal decisions in real-time flood control and water resource management in a watershed.",,"Ding, Yan|Wang, Sam S. Y.",JOURNAL OF HYDRAULIC ENGINEERING-ASCE,open channel flow|sensitivity analysis|floods|geometry|optimization,10.1061/(ASCE)0733-9429(2006)132:11(1215)
134,WOS:000395529100004,2017,Monte Carlo Approach for Uncertainty Analysis of Acoustic Doppler Current Profiler Discharge Measurement by Moving Boat,ADCP VELOCITY|FRAMEWORK|VARIANCE,"This paper presents a method using Monte Carlo simulations for assessing uncertainty of moving-boat acoustic Doppler current profiler (ADCP) discharge measurements using a software tool known as QUant, which was developed for this purpose. Analysis was performed on  data sets from four Water Survey of Canada gauging stations in order to evaluate the relative contribution of a range of error sources to the total estimated uncertainty. The factors that differed among data sets included the fraction of unmeasured discharge relative to the total discharge, flow nonuniformity, and operator decisions about instrument programming and measurement cross section. As anticipated, it was found that the estimated uncertainty is dominated by uncertainty of the discharge in the unmeasured areas, highlighting the importance of appropriate selection of the site, the instrument, and the user inputs required to estimate the unmeasured discharge. The main contributor to uncertainty was invalid data, but spatial inhomogeneity in water velocity and bottom-track velocity also contributed, as did variation in the edge velocity, uncertainty in the edge distances, edge coefficients, and the top and bottom extrapolation methods. To a lesser extent, spatial inhomogeneity in the bottom depth also contributed to the total uncertainty, as did uncertainty in the ADCP draft at shallow sites. The estimated uncertainties from QUant can be used to assess the adequacy of standard operating procedures. They also provide quantitative feedback to the ADCP operators about the quality of their measurements, indicating which parameters are contributing most to uncertainty, and perhaps even highlighting ways in which uncertainty can be reduced. Additionally, QUant can be used to account for self-dependent error sources such as heading errors, which are a function of heading. The results demonstrate the importance of a Monte Carlo method tool such as QUant for quantifying random and bias errors when evaluating the uncertainty of moving-boat ADCP measurements.",,"Moore, Stephanie A.|Jamieson, Elizabeth C.|Rainville, Francois|Rennie, Colin D.|Mueller, David S.",JOURNAL OF HYDRAULIC ENGINEERING,moving-boat acoustic doppler current profiler (adcp)|uncertainty|monte carlo|probabilistic|stream gauging procedures,10.1061/(ASCE)HY.1943-7900.0001249
135,WOS:000417943600002,2017,Parameter sensitivity analysis of a 1-D cold region lake model for land-surface schemes,DIURNAL MIXED-LAYER|GLOBAL SENSITIVITY|CLIMATE MODELS|WATER-QUALITY|ENVIRONMENTAL SYSTEMS|UNCERTAINTY ANALYSES|HYDROLOGICAL MODELS|GENERAL-CIRCULATION|ORGANIC-MATTER|GREAT-LAKES,"Lakes might be sentinels of climate change, but the uncertainty in their main feedback to the atmosphere heat- exchange fluxes - is often not considered within climate models. Additionally, these fluxes are seldom measured, hindering critical evaluation of model output. Analysis of the Canadian Small Lake Model (CSLM), a one-dimensional integral lake model, was performed to assess its ability to reproduce diurnal and seasonal variations in heat fluxes and the sensitivity of simulated fluxes to changes in model parameters, i.e., turbulent transport parameters and the light extinction coefficient (K-d). A C++ open-source software package, Problem Solving environment for Uncertainty Analysis and Design Exploration (PSUADE), was used to perform sensitivity analysis (SA) and identify the parameters that dominate model behavior. The generalized likelihood uncertainty estimation (GLUE) was applied to quantify the fluxes' uncertainty, comparing daily-averaged eddy-covariance observations to the output of CSLM. Seven qualitative and two quantitative SA methods were tested, and the posterior likelihoods of the modeled parameters, obtained from the GLUE analysis, were used to determine the dominant parameters and the uncertainty in the modeled fluxes. Despite the ubiquity of the equifinality issue - different parameter-value combinations yielding equivalent results-the answer to the question was unequivocal: K-d, a measure of how much light penetrates the lake, dominates sensible and latent heat fluxes, and the uncertainty in their estimates is strongly related to the accuracy with which K-d is determined. This is important since accurate and continuous measurements of K-d could reduce modeling uncertainty.",,"Guerrero, Jose-Luis|Pernica, Patricia|Wheater, Howard|Mackay, Murray|Spence, Chris",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-21-6345-2017
138,WOS:000235218600050,2005,Comparison of deterministic and Monte Carlo methods in shielding design,,"In shielding calculation, deterministic methods have some advantages and also some disadvantages relative to other kind of codes, such as Monte Carlo. The main advantage is the short computer time needed to find solutions while the disadvantages are related to the often-used build-up factor that is extrapolated from high to low energies or with unknown geometrical conditions, which can lead to significant errors in shielding results. The aim of this work is to investigate how good are some deterministic methods to calculating low-energy shielding, using attenuation coefficients and build-up factor corrections. Commercial software MicroShield . has been used as the deterministic code while MCNP has been used as the Monte Carlo code. Point and cylindrical sources with slab shield have been defined allowing comparison between the capability of both Monte Carlo and deterministic methods in a day-by-day shielding calculation using sensitivity analysis of significant parameters, such as energy and geometrical conditions.",,"Oliveira, AD|Oliveira, C",RADIATION PROTECTION DOSIMETRY,,10.1093/prd/nci187
139,WOS:000168569900007,2001,COOPT - a software package for optimal control of large-scale differential-algebraic equation systems,,"This paper describes the functionality and implementation of COOPT. This software package implements a direct method with modified multiple shooting type techniques for solving optimal control problems of large-scale differential-algebraic equation (DAE) systems. The basic approach in COOPT is to divide the original time interval into multiple shooting intervals, with the DAEs solved numerically on the subintervals at each optimization iteration. Continuity constraints are imposed across the subintervals, The resulting optimization problem is solved by sparse sequential quadratic programming (SQP) methods. Partial derivative matrices needed for the optimization are generated by DAE sensitivity software. The sensitivity equations to be solved are generated via automatic differentiation. COOPT has been successfully used in solving optimal control problems arising from a wide variety of applications, such as chemical vapor deposition of superconducting thin films, spacecraft trajectory design and contingency/recovery problems, and computation of cell traction forces in tissue engineering. (C)  IMACS.", Published by Elsevier Science B.V. All rights reserved.,"Serban, R|Petzold, LR",MATHEMATICS AND COMPUTERS IN SIMULATION,differential-algebraic equations|sensitivity analysis|optimal control|sequential quadratic programming methods,10.1016/S0378-4754(01)00289-0
140,WOS:000246812000012,2007,Comparing sensitivity analysis methods to advance lumped watershed model identification and evaluation,SURFACE PARAMETERIZATION SCHEMES|DISTRIBUTED MODEL|MULTIOBJECTIVE OPTIMIZATION|ENVIRONMENTAL SYSTEMS|HYDROLOGICAL MODELS|UNCERTAINTY|CALIBRATION|EFFICIENT|PROJECT|OUTPUT,"This study seeks to identify sensitivity tools that will advance our understanding of lumped hydrologic models for the purposes of model improvement, calibration efficiency and improved measurement schemes. Four sensitivity analysis methods were tested: () local analysis using parameter estimation software (PEST), () regional sensitivity analysis (RSA), () analysis of variance (ANOVA), and () Sobol's method. The methods' relative efficiencies and effectiveness have been analyzed and compared. These four sensitivity methods were applied to the lumped Sacramento soil moisture accounting model (SAC-SMA) coupled with SNOW-. Results from this study characterize model sensitivities for two medium sized watersheds within the Juniata River Basin in Pennsylvania, USA. Comparative results for the  sensitivity methods are presented for a -year time series with  h,  h, and  h time intervals. The results of this study show that model parameter sensitivities are heavily impacted by the choice of analysis method as well as the model time interval. Differences between the two adjacent watersheds also suggest strong influences of local physical characteristics on the sensitivity methods' results. This study also contributes a comprehensive assessment of the repeatability, robustness, efficiency, and ease-of-implementation of the four sensitivity methods. Overall ANOVA and Sobol's method were shown to be superior to RSA and PEST. Relative to one another, ANOVA has reduced computational requirements and Sobol's method yielded more robust sensitivity rankings.",,"Tang, Y.|Reed, P.|Wagener, T.|van Werkhoven, K.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-11-793-2007
142,WOS:000237124500022,2006,Automatic calibration and predictive uncertainty analysis of a semidistributed watershed model,RAINFALL-RUNOFF MODELS|GLOBAL OPTIMIZATION|HYDROLOGIC-MODELS|PARAMETER-ESTIMATION|ALGORITHM|MULTIPLE|SCHEME,"Semidistributed models are commonly calibrated manually, but software for automatic calibration is now available. We present a two-stage routine for automatic calibration of the semidistributed watershed model Soil and Water Assessment Tool ( SWAT) that finds the best values for the model parameters, preserves spatial variability in essential parameters, and leads to a measure of the model prediction uncertainty. In the first stage, a modified global Shuffled Complex Evolution (SCE-UA) method was employed to find the ""best'' values for the lumped model parameters. In the second stage, the spatial variability of the original model parameters was restored and a local search method ( a variant of Levenberg - Marquart method) was used to find a more distributed set of parameters using the results of the previous stage as starting values. A method called ""regularization'' was adopted to prevent the parameters from taking extreme values. In addition, we applied a nonlinear calibration-constrained method to develop confidence intervals for annual and -d average flow predictions. We calibrated stream flow in the Etowah River measured at Canton, GA ( a watershed area of  km()) for the years  to  and used the years  to  for validation. The Parameter Estimator ( PEST) software was used to conduct the two-stage automatic calibration and prediction uncertainty analysis. Calibration for daily and monthly flow produced a very good fit to the measured data. Nash-Sutcliffe coefficients for daily and monthly flow over the calibration period were . and ., respectively. They were . and ., respectively, for the validation period. The nonlinear prediction uncertainty analysis worked well for long-term ( annual) flow in that our prediction confidence intervals included or were very near to the observed flow for most years. It did not work well for short-term (-d average) flows in that the prediction confidence intervals did not include the observed flow, especially for low and high flow conditions.",,"Lin, ZL|Radcliffe, DE",VADOSE ZONE JOURNAL,,10.2136/vzj2005.0025
145,WOS:000295716700008,2011,Uncertainty propagation or box propagation,ORDINARY DIFFERENTIAL-EQUATIONS|INITIAL-VALUE PROBLEMS|TAYLOR-SERIES METHOD|VALIDATED SOLUTIONS|LORENZ MODEL|ODES|ODES/DAES,This paper discusses the use of recently developed techniques and software in the numerical propagation of uncertainties in initial coordinates and/or parameters for initial value problems. We present an approach based on several validated numerical integration techniques but focusing on the propagation of boxes. The procedure uses a multivariable high order Taylor series development of the solution of the system whose Taylor coefficients are calculated via extended automatic differentiation rules for all the basic operations. These techniques are implemented in the recent free-software TIDES. The classical two-body and Lorenz problems are chosen as examples to show the benefits of the approach. The results show that the solution of uncertainties can be approximated in an analytic form by means of a Taylor series and that these techniques can be extremely useful in different practical applications. (C) , Elsevier Ltd. All rights reserved.,"Barrio, R.|Rodriguez, M.|Abad, A.|Serrano, S.",MATHEMATICAL AND COMPUTER MODELLING,taylor series method|automatic differentiation|uncertainty propagation|freeware software,10.1016/j.mcm.2011.06.036
146,WOS:000282087300021,2010,TAMkin: A Versatile Package for Vibrational Analysis and Chemical Kinetics,MOLECULAR-ORBITAL METHODS|FREE-RADICAL POLYMERIZATIONS|BLOCK HESSIAN APPROACH|FREQUENCY NORMAL-MODES|AB-INITIO CALCULATION|PHASE N-ALKANES|HARMONIC-ANALYSIS|LARGE SYSTEMS|BASIS-SET|THERMOCHEMICAL KINETICS,"TAMkin is a program for the calculation and analysis of normal modes, thermochemical properties and chemical reaction rates. At present, the output from the frequently applied software programs ADF, CHARMM, CPMD, CPK, Gaussian, Q-Chem, and VASP can be analyzed. The normal-mode analysis can be performed using a broad variety of advanced models, including the standard full Hessian, the Mobile Block Hessian, the Partial Hessian Vibrational approach, the Vibrational Subsystem Analysis with or without mass matrix correction, the Elastic Network Model, and other combinations. TAMkin is readily extensible because of its modular structure. Chemical kinetics of unimolecular and bimolecular reactions can be analyzed in a straightforward way using conventional transition state theory, including tunneling corrections and internal rotor refinements. A sensitivity analysis can also be performed, providing important insight into the theoretical error margins on the kinetic parameters. Two extensive examples demonstrate the capabilities of TAMkin: the conformational change of the biological system adenylate kinase is studied, as well as the reaction kinetics of the addition of ethene to the ethyl radical. The important feature of batch processing large amounts of data is highlighted by performing an extended level of theory study, which TAMkin can automate significantly.",,"Ghysels, An|Verstraelen, Toon|Hemelsoet, Karen|Waroquier, Michel|Van Speybroeck, Veronique",JOURNAL OF CHEMICAL INFORMATION AND MODELING,,10.1021/ci100099g
147,WOS:000403512500013,2017,"The rocky road to extended simulation frameworks covering uncertainty, inversion, optimization and control",REAL-TIME MANAGEMENT|COMPUTATIONAL SCIENCE|CO2 STORAGE|FLOW|ASSIMILATION|VERIFICATION|ALGORITHMS|COMPLEXITY|TRANSPORT|SELECTION,"In the past decades, simulation frameworks have greatly increased in complexity, due to coupling of models from various disciplines into so-called integrated models. Recently, the combination with tools for uncertainty quantification, inverse modelling, optimization and control started a development towards what we call extended simulation frameworks. While there is an ongoing discussion on quality assurance and reproducibility for simulation frameworks, we have not observed a similar discussion for the extended case. Particularly for extended frameworks, the need for quality assurance is high: The overwhelming range of options and algorithms is unmanageable by a domain expert and opaque to decision makers or the public. The resulting demand for 'intelligent software' with automated configuration can lead to a blind trust in simulation results even if they are incorrect. This is a threatening scenario due to potential consequences in simulation-based engineering or political decisions. In this paper, we analyze the increasing complexity of scientific computing workflows, and discuss the corresponding problems of extended scientific simulation frameworks. We propose a paradigm that regulates the allowable properties of framework components, supports the framework configuration for complex simulations, enforces automatic self-tests of configured frameworks, and communicates automated algorithm choices, potentially critical user settings or convergence issues with adaptive detail level and urgency to the end-user. Our goal is to start transferring the quality assurance discussion in the field of integrated modeling and conventional software frameworks to the area of extended simulation frameworks. With this, we hope to increase the reliability and transparency of (extended) frameworks, framework use and of the corresponding simulation results. (C) ", Elsevier Ltd. All rights reserved.,"Wirtz, Daniel|Nowak, Wolfgang",ENVIRONMENTAL MODELLING & SOFTWARE,scientific computing|extended software frameworks|no free lunch|reproducibility|software trust,10.1016/j.envsoft.2016.10.003
148,WOS:000255770300011,2008,Tools to support a model-based methodology for emission/immission and benefit/cost/risk analysis of wastewater systems that considers uncertainty,NO. 1 RWQM1|TREATMENT PLANTS|WWTP DESIGN|QUALITY|COSTS|BENCHMARKING,"This paper presents a set of tools developed to support an innovative methodology to design and upgrade wastewater treatment systems in a probabilistic way. For the first step, data reconstruction, two different tools were developed, one for situations where data are available and another one where no data are available. The second step, modelling and simulation, implied the development of a new simulation platform and of distributed computation software to deal with the simulation load generated by the third step, uncertainty analysis, with Monte Carlo simulations of the system over one year, important dynamics and stiff behaviour. For the fourth step, evaluation of alternatives, the evaluator tool processes the results of the simulations and plots the relevant information regarding the robustness of the process against input and parameters uncertainties, as well as concentration-duration curves for the risk of non-compliance with effluent and receiving water quality limits. This paper illustrates the merits of these tools to make the innovative methodology of practical interest. The design practice should move from conventional procedures suited for the relatively fixed context of emission limits, to more advanced, transparent and cost-effective procedures appropriate to cope with the flexibility and complexity introduced by integrated water management approaches. (c) ", Elsevier Ltd. All rights reserved.,"Benedetti, Lorenzo|Bixio, Davide|Claeys, Filip|Vanrolleghem, Peter A.",ENVIRONMENTAL MODELLING & SOFTWARE,wastewater treatment plant design|cost-benefit analysis|risk|modelling and simulation|software tools|grid computing,10.1016/j.envsoft.2008.01.001
149,WOS:000250159500009,2007,Simiyu River catchment parameterization using SWAT model,INFORMATION-SYSTEM APPROACH|RAINFALL-RUNOFF MODELS|SURFACE SOIL-MOISTURE|MONSOON 90,"The paper presents advances in hydrologic modelling of the Simiyu River catchment using the soil and water assessment tool (SWAT). In this study, the SWAT model set-up and subsequent application to the catchment was based on high-resolution data such as land use from  in LandSat TM Satellite,  in Digital Elevation Model and Soil from Soil and Terrain Database for Southern Africa (SOTERSAF). The land use data were reclassified based on some ground truth maps using IDRISI Kilimanjaro software. The Soil data were also reclassified manually to represent different soil hydrologic groups, which are important for the SWAT model set-up and simulations. The SWAT application first involved analysis of parameter sensitivity, which was then used for model auto-calibration that followed hierarchy of sensitive model parameters. The analysis of sensitive parameters and auto-calibration was achieved by sensitivity analysis and auto-calibration options, which are new in the recent version of SWAT, SWAT . The paper discusses the results of sensitivity and auto -calibration analyses, and present optimum model parameters, which are important for operation and water/land management studies (e.g. rain-fed agriculture and erosion/sediment and pollutant transport) in the catchment using SWAT. The river discharge estimates from this and a previous study were compared so as to evaluate performances of the recent hydrologic simulations in the catchment. Results showed that surface water model parameters are the most sensitive and have more physical meaning especially CN (the most sensitive) and SOL-K. Simulation results showed more or less same estimate of river flow at Ndagalu gauging station. The model efficiencies (R-%) in this and in the pervious study during calibration and validation periods were, respectively, ., . and ., .. The low level of model performance achieved in these studies showed that other factors than the spatial land data are greatly important for improvement of flow estimation by SWAT in Simiyu.", (c) 2007 Published by Elsevier Ltd.,"Mulungu, Deogratlas M. M.|Munishi, Subira E.",PHYSICS AND CHEMISTRY OF THE EARTH,auto-calibration analysis|high-resolution data|parameter sensitivity analysis|simiyu river catchment|swat 2005,10.1016/j.pce.2007.07.053
152,WOS:000282320800018,2010,Effect of fracture zone on DNAPL transport and dispersion: a numerical approach,MULTIPHASE FLOW|GROUNDWATER|DISSOLUTION|MIGRATION|AQUIFER|POOLS|MEDIA,"Two numerical simulation techniques have been used to identify a suitable method to assist in the characterization of DNAPL movement within fractured porous rock aquifers. Both MODFLOW and UTCHEM software modeling suites were used to simulate different scenarios in fracture dip and hydraulic conductivities. The complexity and the physical structure of fracture characterization were shown to have a significant effect on modeling results, to the extent that fracture zone should be characterized fully before simulation models are used for DNAPL simulations. Sensitivity analysis was conducted on both the hydraulic conductivity and fracture dip values. DNAPL movement in the subsurface showed a high sensitivity to fracture dip variation.",,"Dennis, I.|Pretorius, J.|Steyl, G.",ENVIRONMENTAL EARTH SCIENCES,dnapl|fracture dip|numerical simulation|hydraulic conductivity,10.1007/s12665-010-0468-8
