# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2018-12-12 14:21:07
item,id,year,title,AU,SO,DE
8652,WOS:000398042800018,2017,A Modified SCS-CN Method Incorporating Storm Duration and Antecedent Soil Moisture Estimation for Runoff Prediction,"Shi, Wenhai|Huang, Mingbin|Gongadze, Kate|Wu, Lianhai",WATER RESOURCES MANAGEMENT,soilmoisture accounting|soil conservation service curve number method|loess plateau|watershed
8653,WOS:000324619400007,2013,TWO-WAREHOUSE INVENTORY MODELS FOR DETERIORATING PRODUCTS WITH RAMP TYPE DEMAND RATE,"Skouri, Konstantina|Konstantaras, Ioannis",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,inventory|deterioration|ramp type demand|two-warehouse|shortages
8654,WOS:000358301200043,2015,Self-healing of cement fractures under dynamic flow of CO2-rich brine,"Cao, Peilin|Karpyn, Zuleima T.|Li, Li",WATER RESOURCES RESEARCH,carbon sequestration|cement|fractures|wellbore integrity
8655,WOS:000327227000004,2013,Investigation of Progressive Damage and Fracture in Laminated Composites Using the Smeared Crack Approach,"Heinrich, Christian|Waas, Anthony M.",CMC-COMPUTERS MATERIALS & CONTINUA,
8656,WOS:000404152800004,2017,Piecewise point classification for uncertainty propagation with nonlinear limit states,"Wang, Zequn",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,reliability analysis|form|uncertainty propagation|nonlinear limit state|classification
8657,WOS:000423472400021,2017,"Influence of Different Foreign Emissions Inventories on Simulated, Ground-Level Ozone in the Seoul Metropolitan Area during May 2014","Kim, Byeong-Uk|You, Seunghee|Kim, Hyun Cheol|Lim, Yongjae|Suh, Insuk|Lee, Jae-Bum|Woo, Jung-Hun|Kim, Soontae",AEROSOL AND AIR QUALITY RESEARCH,anthropogenic emissions|ozone|sensitivity|seoul|foreign inventory|cmaq
8658,WOS:000390964800027,2017,LCA of emerging technologies: addressing high uncertainty on inputs' variability when performing global sensitivity analysis,"Lacirignola, Martino|Blanc, Philippe|Girard, Robin|Perez-Lopez, Paula|Blanc, Isabelle",SCIENCE OF THE TOTAL ENVIRONMENT,global sensitivity analysis|life cycle assessment|enhanced geothermal systems|environmental model|sobol indices
8659,WOS:000298203600016,2011,Health risk assessment of polycyclic aromatic hydrocarbons in the source water and drinking water of China: Quantitative analysis based on published monitoring data,"Wu, Bing|Zhang, Yan|Zhang, Xu-Xiang|Cheng, Shu-Pei",SCIENCE OF THE TOTAL ENVIRONMENT,carcinogenic risk|polycyclic aromatic hydrocarbons|drinking water|monte carlo simulation
8660,WOS:000417229100020,2017,Assessing the relationship between ecosystem functions and services: Importance of local ecological conditions,"Weyland, Federico|Paula Barral, Maria|Laterra, Pedro",ECOLOGICAL INDICATORS,ecosystem services supply maps|ecoser|expert knowledge elicitation
8661,WOS:000274716800004,2010,"Uncertainties in ecological, chemical and physiological parameters of a bioaccumulation model: Implications for internal concentrations and tissue based risk quotients","De Laender, F.|Van Oevelen, D.|Middelburg, J. J.|Soetaert, K.",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,bioaccumulation|food web model|sensitivity analysis|risk assessment
8662,WOS:000287892400015,2011,The impact of agroforestry combined with water harvesting on soil carbon and nitrogen stocks in central Chile evaluated using the ICBM/N model,"Salazar, Osvaldo|Casanova, Manuel|Katterer, Thomas",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,equifinality|rainfed agriculture|sensitivity analysis|uncertainty estimation|water management
8663,WOS:000412457300008,2017,Methods used for quantifying the prediction uncertainty of artificial neural network based hydrologic models,"Kasiviswanathan, K. S.|Sudheer, K. P.",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,artificial neural network|forecasting|hydrologic models|prediction|uncertainty
8664,WOS:000379883000068,2016,QUANTIFICATION OF MODEL-FORM UNCERTAINTY IN DRIFT-DIFFUSION SIMULATION USING FRACTIONAL DERIVATIVES,"Wang, Yan","INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2015, VOL 1A",
8665,WOS:000292954200082,2011,Space-Time Convergence Analysis of a Dual-Time Stepping Method for Simulating Ignition Overpressure Waves,"Housman, Jeffrey A.|Barad, Michael F.|Kiris, Cetin C.|Kwak, Dochan|Kuzmin, A",COMPUTATIONAL FLUID DYNAMICS 2010,
8666,WOS:000359847700023,2015,Application of artificial neural network (ANN) for modeling of dyes decolorization by Sn/Zn-TiO2 nanoparticles,"Mohammadi, Robab|Eskandarloo, Hamed|Mohammadi, Mohammad",DESALINATION AND WATER TREATMENT,sol-gel method|photocatalytic activity|operational parameters|artificial neural network|sn/zn-tio2 nanoparticles
8667,WOS:000281669700021,2010,Electronic-geometric coupling in model reactive system,"Nalewajski, R. F.",JOURNAL OF MATHEMATICAL CHEMISTRY,collisional complex|electronegativity equalization|electronic-geometric hessian|chemical reactions|compliant approach|molecular equilibria|reactive systems|structural relaxation
8668,WOS:000377792100014,2016,"Application of run-off model as a contribution to the torrential flood risk management in Topiderska Reka watershed, Serbia","Petrovic, Ana M.|Kovacevic-Majkic, Jelena|Milosevic, Marko V.",NATURAL HAZARDS,hydrological model|run-off|discharge|torrential flood|topciderska river
8669,WOS:000314819000019,2012,Identifying parameter sensitivity in a water quality model of a reservoir,"Huang, Yongtai|Pierson, Don",WATER QUALITY RESEARCH JOURNAL OF CANADA,coefficients|morris method|sensitivity analysis|water quality model
8670,WOS:000292093700012,2011,Experimental and theoretical investigation of parametric sensitivity and dynamics of a continuous stirred tank reactor for acid catalyzed hydrolysis of acetic anhydride,"Jayakumar, N. S.|Agrawal, A.|Hashim, M. A.|Sahu, J. N.",COMPUTERS & CHEMICAL ENGINEERING,continuous stirred tank reactor (cstr)|parametric sensitivity|modeling|acid catalyzed hydrolysis
8671,WOS:000402211300020,2017,Multi-fidelity stochastic collocation method for computation of statistical moments,"Zhu, Xueyu|Linebarger, Erin M.|Xiu, Dongbin",JOURNAL OF COMPUTATIONAL PHYSICS,uncertainty quantification|stochastic collocation|multi-fidelity
8672,WOS:000395360900014,2017,Probabilistic risk assessment of Chinese residents' exposure to fluoride in improved drinking water in endemic fluorosis areas,"Zhang, Li'e|Huang, Daizheng|Yang, Jie|Wei, Xiao|Qin, Jian|Ou, Songfeng|Zhang, Zhiyong|Zou, Yunfeng",ENVIRONMENTAL POLLUTION,fluoride|fluorosis|drinking water|health risk|probabilistic
8673,WOS:000328360300014,2013,"Application of WASP for Modelling and Management of Naphthenic Acids along Athabasca River, Alberta, Canada","Kannel, Prakash R.|Gan, Thian Y.",WATER AIR AND SOIL POLLUTION,naphthenic acids|oil sand processed water|biodegradation|photodegradation|dilution|sorption|wasp7
8674,WOS:000369521500006,2015,Population-based sampling methods for geological well testing,"Hamdi, Hamidreza|Hajizadeh, Yasin|Sousa, Mario Costa",COMPUTATIONAL GEOSCIENCES,geological well testing|markov chain monte carlo|proxy model|differential evolution
8675,WOS:000334156900001,2014,A visco-elastic model for the prediction of orthodontic tooth movement,"Van Schepdael, An|De Bondt, Kris|Geris, Liesbet|Sloten, Jos Vander",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,orthodontic tooth movement|biomechanical model|viscosity|analytical
8676,WOS:000412744400002,2017,Appraising the Accuracy of Multi-Class Frequency Ratio and Weights of Evidence Method for Delineation of Regional Groundwater Potential Zones in Canal Command System,"Sahoo, Satiprasad|Munusamy, Selva Balaji|Dhar, Anirban|Kar, Amlanjyoti|Ram, Prahlad",WATER RESOURCES MANAGEMENT,groundwater potential|frequency ratio|weights of evidence|sensitivity analysis|remote sensing|gis
8677,WOS:000276122800002,2010,Topology optimization of three-dimensional load-bearing structures using boundary elements,"Bertsch, Christine|Cisilino, Adrian P.|Calvo, Nestor",ADVANCES IN ENGINEERING SOFTWARE,topology optimization|topological derivative|topological-shape sensitivity method|boundary elements|three-dimensional elastostatics
8678,WOS:000335932700095,2012,SHAPE OPTIMIZATION OF THERMOELASTIC FIELDS FOR STIFFNESS MAXIMIZATION,"Katamine, Eiji|Yoshioka, Hiroki|Azegami, Hideyuki","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE 2012, VOL 2, PTS A AND B",
8679,WOS:000398996206030,2015,UNCERTAINTY PROPAGATION IN A FLOOD MODEL CASCADE UNDER DIFFERENT RAINFALL GENERATION PROCESSES,"Rodriguez-Rincon, J. P.|Brena Naranjo, J. A.|Pedrozo-Acuna, A.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,extreme events|flood|uncertainty|cascading model
8680,WOS:000403994400015,2017,An Adaptive Metamodel-Based Subset Importance Sampling approach for the assessment of the functional failure probability of a thermal-hydraulic passive system,"Pedroni, Nicola|Zio, Enrico",APPLIED MATHEMATICAL MODELLING,nuclear passive safety system|small failure probability|efficient monte carlo|subset simulation|non-parametric importance sampling|adaptive metamodeling
8681,WOS:000373541500015,2016,"Inventory and pricing model with price-dependent demand, time-varying holding cost, and quantity discounts","Alfares, Hesham K.|Ghaithan, Ahmed M.",COMPUTERS & INDUSTRIAL ENGINEERING,inventory model|price-dependent demand|variable holding cost|all-units quantity discounts
8682,WOS:000345096800042,2014,"Assessment of rainfall-induced shallow landslides in Phetchabun and Krabi provinces, Thailand","Ono, Keisuke|Kazama, So|Ekkawatpanit, Chaiwat",NATURAL HAZARDS,hazard mapping|physically based model|factor of safety|extreme rainfall|stability analysis|sensitivity analysis
8683,WOS:000285930300005,2010,An Integrated Fuzzy Multi-Criteria Decision-Making Approach for Six Sigma Project Selection,"Percin, Selcuk|Kahraman, Cengiz",INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,six sigma|delphi method|analytical hierarchy process (ahp)|fuzzy topsis|multi-criteria decision-making (mcdm)|fuzzy sets
8684,WOS:000309785200035,2012,QrtzGeotherm: A revised algorithm for quartz solubility geothermometry to estimate geothermal reservoir temperature and vapor fraction with multivariate analytical uncertainty propagation,"Verma, Mahendra P.",COMPUTERS & GEOSCIENCES,quartz geothermometry|solubility regression equations|vb.net|steamtables|qrtzgeotherm
8685,WOS:000392165500023,2017,Shale gas flowback water desalination: Single vs multiple-effect evaporation with vapor recompression cycle and thermal integration,"Onishi, Viviani C.|Carrero-Parreno, Alba|Reyes-Labarta, Juan A.|Ruiz-Femenia, Ruben|Salcedo-Diaz, Raquel|Fraga, Eric S.|Caballero, Jose A.",DESALINATION,shale gas|single-effect evaporation (see)|multiple-effect evaporation (mee)|mechanical vapor recompression (mvr)|thermal integration|zero liquid discharge (zld)
8686,WOS:000281602000013,2010,Stormwater quality models: performance and sensitivity analysis,"Dotto, C. B. S.|Kleidorfer, M.|Deletic, A.|Fletcher, T. D.|McCarthy, D. T.|Rauch, W.",WATER SCIENCE AND TECHNOLOGY,bayesian approach|calibration|parameter sensitivity|rainfall/runoff|stormwater quality model|urban pollutants
8687,WOS:000369528900105,2014,Sensitivity of Energy Use to Factors in Pipe Replacement Planning for a Large Water Distribution System,"Prosser, M.|Speight, V.|Filion, Y.|Giustolisi, O|Brunone, B|Laucelli, D|Berardi, L|Campisano, A",16TH WATER DISTRIBUTION SYSTEM ANALYSIS CONFERENCE (WDSA2014): URBAN WATER HYDROINFORMATICS AND STRATEGIC PLANNING,water distribution systems|water main replacement|energy use|pipe breaks|leakage|sensitivity analysis
8688,WOS:000208510000008,2010,Important parameters for smoke plume rise simulation with Daysmoke,"Liu, Yongqiang|Achtemeier, Gary L.|Goodrick, Scott L.|Jackson, William A.",ATMOSPHERIC POLLUTION RESEARCH,smoke|plume rise|daysmoke|sensitivity analysis|air quality
8689,WOS:000357125300016,2015,Technical Note: A simple generalization of the Brutsaert and Nieber analysis,"Chor, T. L.|Dias, N. L.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
8690,WOS:000372589800062,2016,Modeling dynamics of Cs-137 in forest surface environments: Application to a contaminated forest site near Fukushima and assessment of potential impacts of soil organic matter interactions,"Ota, Masakazu|Nagai, Haruyasu|Koarashi, Jun",SCIENCE OF THE TOTAL ENVIRONMENT,cesium|organic layer|mineral soil|clay|fukushima daiichi nuclear power plant|accident
8691,WOS:000343761506044,2013,Evaluation of Different Alternatives for the Management of a Semiarid Basin in the Northeast of Brazil,"Srinivasan, Vajapeyam Srirangachar|Carvalho Neto, Jose Guimaraes|Alves Rufino, Iana Alexandra|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",semiarid basins|management alternatives|swat model|simulation
8692,WOS:000407613300113,2017,Discrete Time-Cost-Environment Trade-Off Problem and Its Application to a Large-Scale Construction Project,"Zheng, Huan|Zhong, Lin|Xu, J|Hajiyev, A|Nickel, S|Gen, M",PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT,time-cost-environment|trade-off|hybrid genetic algorithm
8693,WOS:000298476100001,2012,Fundamental validation of the finite volume particle method for 3D sloshing dynamics,"Guo, Lian Cheng|Zhang, Shuai|Morita, Koji|Fukuda, Kenji",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,sloshing|three-dimensional fluid dynamics|finite volume particle method
8694,WOS:000329899300004,2014,Development of a chemical kinetic model for a biosolids fluidized-bed gasifier and the effects of operating parameters on syngas quality,"Champion, Wyatt M.|Cooper, C. David|Mackie, Kevin R.|Cairney, Paul",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,
8695,WOS:000395062500006,2017,A dynamic spare parts ordering and pricing policy based on stochastic programming with multi-choice parameters,"Li, Ling|Liu, Min|Shen, Weiming|Cheng, Guoqing",MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,dynamic ordering and pricing policy|spare parts|stochastic programming|multi-choice programming
8696,WOS:000286082400005,2011,Channel shape optimization of solid oxide fuel cells using advanced numerical techniques,"Kapadia, S.|Anderson, W. K.|Burdyshaw, C.",COMPUTERS & FLUIDS,sofc|fuel cell|shape|design|adjoint|sensitivity analysis
8697,WOS:000405469700003,2017,"Simulating cold-region hydrology in an intensively drained agricultural watershed in Manitoba, Canada, using the Cold Regions Hydrological Model","Cordeiro, Marcos R. C.|Wilson, Henry F.|Vanrobaeys, Jason|Pomeroy, John W.|Fang, Xing",HYDROLOGY AND EARTH SYSTEM SCIENCES,
8698,WOS:000326603200033,2013,Informal uncertainty analysis (GLUE) of continuous flow simulation in a hybrid sewer system with infiltration inflow - consistency of containment ratios in calibration and validation?,"Breinholt, A.|Grum, M.|Madsen, H.|Thordarson, F. Orn|Mikkelsen, P. S.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
8699,WOS:000346820900010,2014,Streamflow and hydrogen ion interrelationships identified using data-based mechanistic modelling of high frequency observations through contiguous storms,"Jones, Timothy D.|Chappell, Nick A.",HYDROLOGY RESEARCH,continuous-time transfer function|hydrogen ion|llyn brianne
8700,WOS:000287758400010,2011,Length bias correction for RNA-seq data in gene set analyses,"Gao, Liyan|Fang, Zhide|Zhang, Kui|Zhi, Degui|Cui, Xiangqin",BIOINFORMATICS,
8701,WOS:000276772400001,2010,System reliability-based design optimization using the MPP-based dimension reduction method,"Lee, Ikjin|Choi, K. K.|Gorsich, David",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,mpp-based dimension reduction method (drm)|system inverse reliability analysis|first-order reliability method (form)|second-order reliability method (sorm)
8702,WOS:000394955500017,2017,EVALUATION OF SEDIMENT DEPOSITION IN A MEDITERRANEAN RESERVOIR: COMPARISON OF LONG TERM BATHYMETRIC MEASUREMENTS AND SWAT ESTIMATIONS,"Licciardello, Feliciana|Toscano, Attilio|Cirelli, Giuseppe L.|Consoli, Simona|Barbagallo, Salvatore",LAND DEGRADATION & DEVELOPMENT,sediment deposition|bathymetric measurements|swat model|mediterranean reservoir|long term database
8703,WOS:000330490700010,2013,Capability and limitations of a simple grid-based model for simulating land use influences on stream nitrate concentrations,"Dunn, Sarah M.|Johnston, Lynne|Taylor, Carol|Watson, Helen|Cook, Yvonne|Langan, Simon J.",JOURNAL OF HYDROLOGY,nitrate|land use|model|water quality|catchment|agriculture
8704,WOS:000401069500005,2017,Life cycle assessment of the environmental performance of conventional and organic methods of open field pepper cultivation system,"Chatzisymeon, Efthalia|Foteinis, Spyros|Borthwick, Alistair G. L.",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,environmental footprint|non-organic|organic farming|sensitivity analysis|sustainable agriculture|vegetables
8705,WOS:000369269800001,2016,"Effects of Geometrical Clearances, Supports Friction, and Wear Rings on Hydraulic Actuators Bending Behavior","Baragetti, Sergio|Villa, Francesco",MATHEMATICAL PROBLEMS IN ENGINEERING,
8706,WOS:000334026600010,2013,Slope Effects on SWAT Modeling in a Mountainous Basin,"Yacoub, Cristina|Perez Foguet, Agusti",JOURNAL OF HYDROLOGIC ENGINEERING,hydrology|parameters|sensitivity analysis|uncertainty principles|slopes|basins|spatial discretization|hydrological parameters|sensitivity analysis|autocalibration|uncertainty
8707,WOS:000343524000001,2014,Availability assessment of railway signalling systems With uncertainty analysis using Statecharts,"Qiu, S.|Sallak, M.|Schoen, W.|Cherfi-Boulanger, Z.",SIMULATION MODELLING PRACTICE AND THEORY,railway signalling system|statecharts|availability|ertms/etcs level 2|belief functions theory|state uncertainty
8708,WOS:000407723100043,2017,Efficient model calibration method based on phase experiments for anaerobic-anoxic/nitrifying (A2N) two-sludge process,"Dai, Hongliang|Chen, Wenliang|Dai, Zheqin|Li, Xiang|Lu, Xiwu",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,activated sludge models (asms)|model calibration|anaerobic-anoxic/nitrifying (a2n) two-sludge system|sensitivity analysis|genetic algorithm
8709,WOS:000327906400016,2013,An investigation into future performance and overheating risks in Passivhaus dwellings,"McLeod, Robert S.|Hopfe, Christina J.|Kwan, Alan",BUILDING AND ENVIRONMENT,overheating|thermal comfort|thermal mass|global sensitivity analysis|enhanced morris method|building simulation
8710,WOS:000324968400009,2013,Bayesian diagnostics of transformation structural equation models,"Chen, Ji|Liu, Pengfei|Song, Xinyuan",COMPUTATIONAL STATISTICS & DATA ANALYSIS,latent variables|logarithm of bayes factor|perturbation schemes|nonparametric transformation|mcmc method
8711,WOS:000342448400008,2014,"Impacts of Land-use Changes on the Hydrology of the Grande River Basin Headwaters, Southeastern Brazil","Viola, M. R.|Mello, C. R.|Beskow, S.|Norton, L. D.",WATER RESOURCES MANAGEMENT,land-use changes|hydrological impacts|simulation|sensitivity analysis
8712,WOS:000406005700022,2017,Frequency spectrum allocation in an agent-based model of real-time spectrum secondary market,"Toth, Peter|Volosin, Marcel|Zoricak, Martin|Zausinova, Jana|Gazda, Vladimir",2017 IEEE 15TH INTERNATIONAL SYMPOSIUM ON APPLIED MACHINE INTELLIGENCE AND INFORMATICS (SAMI),agent-based modelling|parameter sensitivity|real-time secondary spectrum markets|frequency spectrum utilization
8713,WOS:000390181300005,2017,Enhanced calculation of eigen-stress field and elastic energy in atomistic interdiffusion of alloys,"Cecilia, Jose M.|Hernandez-Diaz, A. M.|Castrillo, Pedro|Jimenez-Alonso, J. F.",COMPUTER PHYSICS COMMUNICATIONS,eigen-stress fields|material systems|elastic energy|atomistic simulation|hpc|gpus
8714,WOS:000331415600091,2014,Comparison of measured and predicted concentrations of selected pharmaceuticals in wastewater and surface water: A case study of a catchment area in the Po Valley (Italy),"Verlicchi, P.|Al Aukidy, M.|Jelic, A.|Petrovic, M.|Barcelo, D.",SCIENCE OF THE TOTAL ENVIRONMENT,measured and predicted concentrations|prescription drugs|raw influent and treated effluent|sensitivity analysis|surface water|uncertainties
8715,WOS:000344676000001,2014,Kinetic Study of Nonequilibrium Plasma-Assisted Methane Steam Reforming,"Zheng, Hongtao|Liu, Qian",MATHEMATICAL PROBLEMS IN ENGINEERING,
8716,WOS:000301404600036,2012,The capacitated p-hub median problem with integral constraints: An application to a Chinese air cargo network,"Lin, Cheng-Chang|Lin, Jr-Yung|Chen, Yin-Chieh",APPLIED MATHEMATICAL MODELLING,location|p-hub median problem|genetic algorithm|chinese air cargo network
8717,WOS:000327329300001,2013,Uncertainty Quantification and Bifurcation Analysis of an Airfoil with Multiple Nonlinearities,"Liao, Haitao",MATHEMATICAL PROBLEMS IN ENGINEERING,
8718,WOS:000377999400005,2016,"Simulation-optimization approach for a continuous-review, base-stock inventory model with general compound demands, random lead times, and lost sales","Attar, Ahmad|Raissi, Sadigh|Khalili-Damghani, Kaveh",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,simulation-optimization approach|computer simulation|inventory control|compound distribution|base-stock policy
8719,WOS:000293045800020,2011,Dynamic evaluation of regional air quality model's response to emission reductions in the presence of uncertain emission inventories,"Napelenok, Sergey L.|Foley, Kristen M.|Kang, Daiwen|Mathur, Rohit|Pierce, Thomas|Rao, S. Trivikrama",ATMOSPHERIC ENVIRONMENT,dynamic model evaluation|cmaq|direct decoupled method|ddm|air quality modeling|ozone|uncertainty|sensitivity
8720,WOS:000335293700017,2014,Estimating the ice thickness of shallow glaciers from surface topography and mass-balance data with a shape optimization algorithm,"Michel, Laurent|Picasso, Marco|Farinotti, Daniel|Funk, Martin|Blatter, Heinz",COMPUTERS & GEOSCIENCES,glacier|bedrock topography|shallow ice approximation|shape optimization|optimal control|sensitivity analysis|shape derivative|quasi-newton|tikhonov regularization
8721,WOS:000288450300009,2011,Identifying Prominent Explanatory Variables for Water Demand Prediction Using Artificial Neural Networks: A Case Study of Bangkok,"Babel, Mukand Singh|Shinde, Victor R.",WATER RESOURCES MANAGEMENT,water demand prediction|explanatory variables|artificial neural networks|prediction accuracy|sensitivity analysis|bangkok
8722,WOS:000346388700013,2014,Integrated hydraulic modelling of water supply and urban drainage networks for assessment of decentralized options,"Sitzenfrei, R.|Rauch, W.",WATER SCIENCE AND TECHNOLOGY,coupled model|hydraulic modelling|integrated modelling|low flow conditions|water reduction
8723,WOS:000390104600019,2017,HIGHER-ORDER SENSITIVITY ANALYSIS IN SET-VALUED OPTIMIZATION UNDER HENIG EFFICIENCY,"Xu, Yihong|Peng, Zhenhua",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,sensitivity analysis|perturbation map|higher-order contingent derivative|henig efficiency
8724,WOS:000344008500001,2014,Simulation of Drainage Water Quantity and Quality Using System Dynamics,"Nozari, Hamed|Liaghat, Abdolmajid",JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,drainage system|hydrological variables|salinity|system dynamics|unsteady state
8725,WOS:000395556100005,2017,Spatial Statistics of Tsunami Overland Flow Properties,"Montoya, Luis|Lynett, Patrick|Thio, Hong Kie|Li, Wenwen",JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,tsunami|hazard|numerical modeling|run-up|flow velocity
8726,WOS:000339531801125,2014,Design and calibration of inductive current transformer,"Wang, Quan|Wang, Huan|Xian, Qiong|Xu, Q|Li, Y|Yang, ","ENERGY DEVELOPMENT, PTS 1-4",current comparator|inductive current transformer|inductive potential divider|calibration|uncertainty analysis
8727,WOS:000398996204096,2015,2D FLOOD MODELLING: THE CASE OF TOUS DAM BREAK,"Bellos, Vasilis|Tsakiris, George|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,2d flood modelling|mccormack numerical scheme|dam-break|tous-dam|urban environment
8728,WOS:000348881200016,2015,A transport cost-based optimization for recycling of municipal sludge through application on arable lands,"Gorguner, Merve|Aksoy, Aysegul|Sanin, F. Dilek",RESOURCES CONSERVATION AND RECYCLING,biosolids|geographical information systems (gis)|land application|optimization|sewage sludge|sludge management
8729,WOS:000376798800024,2016,Developing population models with data from marked individuals,"Ryu, Hae Yeong|Shoemaker, Kevin T.|Kneip, Eva|Pidgeon, Anna M.|Heglund, Patricia J.|Bateman, Brooke L.|Thogmartin, Wayne E.|Akcakaya, H. Resit",BIOLOGICAL CONSERVATION,population viability analysis|stage-structured demographic models|survival|fecundity|density-dependence|monitoring avian productivity and survivorship (maps)
8730,WOS:000304018401049,2011,Prestressed Concrete Covering Layer System Depth Zonation in Marine Environment,"Chen, Feng|Sun, Yili|Hu, Dalin|Li, G|Huang, Y|Chen, C","ADVANCED BUILDING MATERIALS, PTS 1-4",prestressed concrete covering layer system|durability|chloride ingress|reliability index|sensitive factor|minimum depth|zoning
8731,WOS:000301028000013,2012,Sensitivity of groundwater systems to CO2: Application of a site-specific analysis of carbonate monitoring parameters at the SACROC CO2-enhanced oil field,"Romanak, K. D.|Smyth, R. C.|Yang, C.|Hovorka, S. D.|Rearick, M.|Lu, J.",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,co2 sequestration|sacroc|dedolomitization|dockum|carbon storage|groundwater monitoring
8732,WOS:000388775200016,2017,Hotspots analysis and critical interpretation of food life cycle assessment studies for selecting eco-innovation options and for policy support,"Castellani, Valentina|Sala, Serenella|Benini, Lorenzo",JOURNAL OF CLEANER PRODUCTION,interpretation|hotspot analysis|food sustainability|eco-innovation|impact assessment|life cycle assessment
8733,WOS:000331393200010,2014,r.massmov: an open-source landslide model for dynamic early warning systems,"Molinari, Monia Elisa|Cannata, Massimiliano|Meisina, Claudia",NATURAL HAZARDS,modeling|landslide|gis|calibration|sensitivity analysis|multi-spatial resolution|ucode|grass
8734,WOS:000326610500016,2014,Determining operations affected by delay in predictive train timetables,"Burdett, Robert|Kozan, Erhan",COMPUTERS & OPERATIONS RESEARCH,sensitivity analysis|robustness|train scheduling|job shops|topological ordering|transitive closure
8735,WOS:000367856800020,2016,Uncertainty Analysis of Looped Water Distribution Networks Using Linked EPANET-GA Method,"Sivakumar, P.|Prasad, R. K.|Chandramouli, S.",WATER RESOURCES MANAGEMENT,alpha-cut|epanet 2|genetic algorithm|uncertainty analysis|water distribution network
8736,WOS:000363089100008,2015,Fluidic Drag Estimation in Horizontal Directional Drilling Based on Flow Equations,"Faghih, Ashkan|Yi, Yaolin|Bayat, Alireza|Osbak, Manley",JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE,horizontal directional drilling (hdd)|pullback load|fluidic drag|annular flow
8737,WOS:000287840000008,2011,"A gradient-based, parameter-free approach to shape optimization","Le, Chau|Bruns, Tyler|Tortorelli, Daniel",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,shape optimization|parameter-free|consistent filtering|smoothing|length scale
8738,WOS:000391483900003,2016,Close-range environmental remote sensing with 3D hyperspectral technologies,"Nevalainen, O.|Honkavaara, E.|Hakala, T.|Kaasalainen, Sanna|Viljanen, N.|Rosnell, T.|Khoramshahi, E.|Nasi, R.|Michel, U|Schulz, K|Ehlers, M|Nikolakopoulos, KG|Civco, D",EARTH RESOURCES AND ENVIRONMENTAL REMOTE SENSING/GIS APPLICATIONS VII,hyperspectral|3d|uav|lidar|radiometry|geometry|close-range remote sensing|uncertainty
8739,WOS:000312176500016,2012,Optimal control of excess-of-loss reinsurance and investment for insurers under a CEV model,"Gu, Ailing|Guo, Xianping|Li, Zhongfei|Zeng, Yan",INSURANCE MATHEMATICS & ECONOMICS,excess-of-loss reinsurance|constant elasticity of variance|optimal investment strategy|hamilton-jacobi-bellman equation|insurer
