	id	year	title	keywords	abstract	copyright	AU	SO	DE	DOI
63	WOS:000378360600027	2016	Operational snow mapping with simplified data assimilation using the seNorge snow model	WATER EQUIVALENT COVERED AREA SWISS ALPS DEPTH PREDICTION CALIBRATION CHALLENGES RADIATION NORWAY SCHEME	"Frequently updated maps of snow conditions are useful for many applications, e.g., for avalanche and flood forecasting services, hydropower energy situation analysis, as well as for the general public. Numerical snow models are often applied in snow map production for operational hydrological services. However, inaccuracies in the simulated snow maps due to model uncertainties and the lack of suitable data assimilation techniques to correct them in near-real time may often reduce the usefulness of the snow maps in operational use. In this paper the revised seNorge snow model (v...) for snow mapping is described, and a simplified data assimilation procedure is introduced to correct detected snow model biases in near real-time. The data assimilation procedure is theoretically based on the Bayesian updating paradigm and is meant to be pragmatic with modest computational and input data requirements. Moreover, it is flexible and can utilize both point-based snow depth and satellite-based areal snow-covered area observations, which are generally the most common data-sources of snow observations. The model and analysis codes as well as the ""R"" statistical software are freely available. All these features should help to lower the challenges and hurdles hampering the application of data-assimilation techniques in operational hydrological modeling. The steps of the data assimilation procedure (evaluation, sensitivity analysis, optimization) and their contribution to significantly increased accuracy of the snow maps are demonstrated with a case from eastern Norway in winter /."	 (C) 2016 Elsevier B.V. All rights reserved.	"Saloranta, TM"	JOURNAL OF HYDROLOGY	snow modeling snow mapping data assimilation	10.1016/j.jhydrol.2016.03.061
67	WOS:000371777100004	2015	Sensitivity of algorithm parameters and objective function scaling in multi-objective optimisation of water distribution systems	OF-THE-ART DISTRIBUTION NETWORKS GENETIC ALGORITHMS EVOLUTIONARY ALGORITHMS OPTIMAL OPERATION NSGA-II DECISION-MAKING TOTAL-COST DESIGN QUALITY	"This paper presents an extensive analysis of the sensitivity of multi-objective algorithm parameters and objective function scaling tested on a large number of parameter setting combinations for a water distribution system optimisation problem. The optimisation model comprises two operational objectives minimised concurrently, the pump energy costs and deviations of constituent concentrations as a water quality measure. This optimisation model is applied to a regional non-drinking water distribution system, and solved using the optimisation software GANetXL incorporating the NSGA-II linked with the network analysis software EPANet. The sensitivity analysis employs a set of performance metrics, which were designed to capture the overall quality of the computed Pareto fronts. The performance and sensitivity of NSGA-II parameters using those metrics is evaluated. The results demonstrate that NSGA-II is sensitive to different parameter settings, and unlike in the single-objective problems, a range of parameter setting combinations appears to be required to reach a Pareto front of optimal solutions. Additionally, inadequately scaled objective functions cause the NSGA-II bias towards the second objective. Lastly, the methodology for performance and sensitivity analysis may be used for calibration of algorithm parameters."		"Mala-Jetmarova, H|Barton, A|Bagirov, A"	JOURNAL OF HYDROINFORMATICS	algorithm parameters multi-objective optimisation performance metrics scaling sensitivity water distribution systems	10.2166/hydro.2015.062
68	WOS:000392165500023	2017	Shale gas flowback water desalination: Single vs multiple-effect evaporation with vapor recompression cycle and thermal integration	PERFORMANCE EVALUATION MEMBRANE DISTILLATION COMPRESSION SYSTEM MANAGEMENT OPTIMIZATION DESIGN UNCERTAINTY RESOURCES SELECTION	"This paper introduces a new optimization model for the single and multiple-effect evaporation (SEE/MEE) systems design, including vapor recompression cycle and thermal integration. The SEE/MEE model is specially developed for shale gas flowback water desalination. A superstructure is proposed to solve the problem, comprising several evaporation effects coupled with intermediate flashing tanks that are used to enhance thermal integration by recovering condensate vapor. Multistage equipment with intercooling is used to compress the vapor formed by flashing and evaporation. The compression cycle is driven by electricity to operate on the vapor originating from the SEE/MEE system, providing all the energy needed in the process. The mathematical model is formulated as a nonlinear programming (NLP) problem optimized under GAMS software by minimizing the total annualized cost. The SEE/MEE system application for zero liquid discharge (ZLD) is investigated by allowing brine salinity discharge near to salt saturation conditions. Additionally, sensitivity analysis is carried out to evaluate the optimal process configuration and performance under distinct feed water salinity conditions. The results highlight the potential of the proposed model to cost-effectively optimize SEE/MEE systems by producing fresh water and reducing brine discharges and associated environmental impacts. (C)  The Authors."	 Published by Elsevier B.V.	"Onishi, VC|Carrero-Parreno, A|Reyes-Labarta, JA|Ruiz-Femenia, R|Salcedo-Diaz, R|Fraga, ES|Caballero, JA"	DESALINATION	shale gas single-effect evaporation (see) multiple-effect evaporation (mee) mechanical vapor recompression (mvr) thermal integration zero liquid discharge (zld)	10.1016/j.desal.2016.11.003
69	WOS:000330079500009	2014	Exploring incomplete information in maintenance materials inventory optimization	SPARE PARTS INTERMITTENT DEMAND STOCK CONTROL CONTROL PERFORMANCE REORDER POINT PARAMETERS SYSTEM MODEL	"Purpose Ensuring the sufficient service level is essential for critical materials in industrial maintenance. This study aims to evaluate the use of statistically imperfect data in a stochastic simulation-based inventory optimization where items' failure characteristics are derived from historical consumption data, which represents a real-life situation in the implementation of such an optimization model. Design/methodology/approach - The risks of undesired shortages were evaluated through a service-level sensitivity analysis. The service levels were simulated within the error of margin of the key input variables by using StockOptim optimization software and real data from a Finnish steel mill. A random sample of  inventory items was selected. Findings - Service-level sensitivity is item specific, but, for many items, statistical imprecision in the input data causes significant uncertainty in the service level. On the other hand, some items seem to be more resistant to variations in the input data than others. Research limitations/implications - The case approach, with one simulation model, limits the generalization of the results. The possibility that the simulation model is not totally realistic exists, due to the model's normality assumptions. Practical implications - Margin of error in input data estimation causes a significant risk of not achieving the required service level. It is proposed that managers work to improve the preciseness of the data, while the sensitivity analysis against statistical uncertainty, and a correction mechanism if necessary, should be integrated into optimization models. Originality/value - The output limitations in the optimization, i.e. service level, are typically stated precisely, but the capabilities of the input data have not been addressed adequately. This study provides valuable insights into ensuring the availability of-critical materials."		"Puurunen, A|Majava, J|Kess, P"	INDUSTRIAL MANAGEMENT & DATA SYSTEMS	inventory optimization maintenance materials service-level sensitivity spare parts stockoptim	10.1108/IMDS-01-2013-0025
70	WOS:000303035400007	2012	Comparison of different uncertainty techniques in urban stormwater quantity and quality modelling	FORMAL BAYESIAN METHOD SENSITIVITY-ANALYSIS STREAMFLOW SIMULATION HYDRAULIC-PROPERTIES GLUE APPROACH WATER OPTIMIZATION CALIBRATION PARAMETER QUANTIFICATION	"Urban drainage models are important tools used by both practitioners and scientists in the field of stormwater management. These models are often conceptual and usually require calibration using local datasets. The quantification of the uncertainty associated with the models is a must, although it is rarely practiced. The International Working Group on Data and Models, which works under the IWA/IAHR Joint Committee on Urban Drainage, has been working on the development of a framework for defining and assessing uncertainties in the field of urban drainage modelling. A part of that work is the assessment and comparison of different techniques generally used in the uncertainty assessment of the parameters of water models. This paper compares a number of these techniques: the Generalized Likelihood Uncertainty Estimation (GLUE), the Shuffled Complex Evolution Metropolis algorithm (SCEM-UA), an approach based on a multi-objective auto-calibration (a multialgorithm, genetically adaptive multi-objective method, AMALGAM) and a Bayesian approach based on a simplified Markov Chain Monte Carlo method (implemented in the software MICA). To allow a meaningful comparison among the different uncertainty techniques, common criteria have been set for the likelihood formulation, defining the number of simulations, and the measure of uncertainty bounds. Moreover, all the uncertainty techniques were implemented for the same case study, in which the same stormwater quantity and quality model was used alongside the same dataset. The comparison results for a well-posed rainfall/runoff model showed that the four methods provide similar probability distributions of model parameters, and model prediction intervals. For ill-posed water quality model the differences between the results were much wider; and the paper provides the specific advantages and disadvantages of each method. In relation to computational efficiency (i.e. number of iterations required to generate the probability distribution of parameters), it was found that SCEM-UA and AMALGAM produce results quicker than GLUE in terms of required number of simulations. However, GLUE requires the lowest modelling skills and is easy to implement. All non-Bayesian methods have problems with the way they accept behavioural parameter sets, e.g. GLUE, SCEM-UA and AMALGAM have subjective acceptance thresholds, while MICA has usually problem with its hypothesis on normality of residuals. It is concluded that modellers should select the method which is most suitable for the system they are modelling (e.g. complexity of the model's structure including the number of parameters), their skill/knowledge level, the available information, and the purpose of their study. (C) "	 Elsevier Ltd. All rights reserved.	"Dotto, CBS|Mannina, G|Kleidorfer, M|Vezzaro, L|Henrichs, M|McCarthy, DT|Freni, G|Rauch, W|Deletic, A"	WATER RESEARCH	urban drainage models uncertainties parameter probability distributions bayesian inference glue scem-ua mica amalgam mcmc multi-objective auto-calibration	10.1016/j.watres.2012.02.009
73	WOS:000413245200004	2017	A user-friendly software package for VIC hydrologic model development	GLOBAL SENSITIVITY-ANALYSIS PRECIPITATION PRODUCTS MULTISITE CALIBRATION SOIL-MOISTURE RUNOFF-MODEL WATER BASIN SIMULATION DATASET FLUXES	"The Variable Infiltration Capacity (VIC) hydrologic and river routing model simulates the water and energy fluxes that occur near the land surface and provides useful information regarding the quantity and timing of available water within a watershed system. However, despite its popularity, wider adoption is hampered by the considerable effort required to prepare model inputs and calibrate the model parameters. This study presents a user-friendly software package, named VIC-Automated Setup Toolkit (VIC-ASSIST), accessible through an intuitive MATLAB graphical user interface. VIC-ASSIST enables users to navigate the model building process through prompts and automation, with the intention to promote the use of the model for practical, educational, and research purposes. The automated processes include watershed delineation, climate and geographical input set-up, model parameter calibration, sensitivity analysis, and graphical output generation. We demonstrate the package's utilities in various case studies. (C) "	 Elsevier Ltd. All rights reserved.	"Wi, S|Ray, P|Demaria, EMC|Steinschneider, S|Brown, C"	ENVIRONMENTAL MODELLING & SOFTWARE	vic hydrologic model vic setup assistant tool matlab graphic user interface automatic calibration sensitivity analysis	10.1016/j.envsoft.2017.09.006
76	WOS:000280543800002	2010	An evolutionary optimization of diffuser shapes based on CFD simulations	STRAIGHT 2-DIMENSIONAL DIFFUSERS HEAT-TRANSFER OPTIMIZATION INTERNALLY FINNED TUBES SENSITIVITY ANALYSIS ADJOINT FORMULATION PARALLEL COMPUTERS LAMINAR-FLOW DESIGN PERFORMANCE CHANNELS	"An efficient and robust algorithm is presented for the optimum design of plane symmetric diffusers handling incompressible turbulent flow. The indigenously developed algorithm uses the CFD software: Fluent for the hydrodynamic analysis and employs a genetic algorithm (GA) for optimization. For a prescribed inlet velocity and outlet pressure, pressure recovery coefficient C-p* (the objective function) is estimated computationally for various design options. The CFD software and the GA have been combined in a monolithic platform for a fully automated operation using some special control commands. Based on the developed algorithm, an extensive exercise has been made to optimize the diffuser shape. Different methodologies have been adopted to create a large number of design options. Interestingly, not much difference has been noted in the optimum C-p* values obtained through different approaches. However, in all the approaches, a better design has been obtained through a proper selection of the number of design variables. Finally, the effect of diffuser length on the optimum shape has also been studied."	" Copyright (C) 2009 John Wiley & Sons, Ltd."	"Ghosh, S|Pratihar, DK|Maiti, B|Das, PK"	INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS	incompressible flow optimization genetic algorithm 2d planar diffuser 2d planar duct	10.1002/fld.2124
78	WOS:000240365500002	2006	Environmental and ecological hydroinformatics to support the implementation of the European Water Framework Directive for river basin management	DECISION-SUPPORT MODELING APPROACH SWAT MODEL SPECIES RICHNESS QUALITY MODELS LANDSCAPE INTEGRATION DESIGN SYSTEM UNCERTAINTY	"Research and development in hydroinformatics can play an important role in environmental impact assessment by integrating physically-based models, data-driven models and other information and Communication Tools (ICT). An illustration is given in this paper describing the developments around the Soil and Water Assessment Tool (SWAT) to support the implementation of the EU water Framework Directive. SWAT operates on the river basin scale and includes processes for the assessment of complex diffuse pollution; it is open-source software, which allows for site-specific modifications to the source and easy linkage to other hydroinformatics tools. A crucial step in the world-wide applicability of SWAT was the integration of the model into a GIS environment, allowing for a quick model set-up using digital information on terrain elevation, land use and management, soil properties and weather conditions. Model analysis tools can be integrated with SWAT to assist in the tedious tasks of model calibration, parameter optimisation, sensitivity and uncertainty analysis and allows better understanding of the model before addressing scientific and societal questions. Finally, further linkage of SWAT to ecological assessment tools, Land Use prediction tools and tools for optimal Experimental Design shows that SWAT can play an important role in multi-disciplinary eco-environmental impact assessment studies."		"van Griensven, A|Breuer, L|Di Luzio, M|Vandenberghe, V|Goethals, P|Meixner, T|Arnold, J|Srinivasan, R"	JOURNAL OF HYDROINFORMATICS	catchment modelling eco-hydrology environmental hydroinformatics eu water framework directive model integration swat	10.2166/hydro.2006.010
81	WOS:000303082000011	2012	An environmental and economic analysis for geotube coastal structures retaining dredge material	EROSION	"This paper investigates the environmental and economic sensitivity of coastal structures for two different construction methods: a traditional rubble mound structure and a geotube coastal structure using dredged material. The analysis is undertaken for two projects: a small scale coastal protection project using a revetment and a medium size capital harbour expansion using a breakwater. This work provides further insight into previously published work by Sheehan et al. () on the economic aspects of geotube technology and identifies the optimum method of construction for each type of coastal structure. An economic sensitivity analysis is undertaken on the key logistical parameters involved in the construction of these coastal structures. An environmental sensitivity analysis focuses on the CO emissions produced from the construction of the coastal structures for both construction methods. These sensitivity analyses are undertaken using a decision support software program (DMMAP), developed to assist users at the planning stages of a project to achieve sustainable dredge material management. The key logistical parameters are analysed to generate environmental and economic ranking tables. The analyses highlight that the size of the structure and the distance to the source of the quarry material are crucial factors in determining the optimum construction method. This work shows that geotubes are a viable alternative to traditional rubble mound coastal structures. It also shows that traditional construction methods may be more economical than geotube structures when considering small coastal structures. In general, the larger the scale of the project the greater the potential savings in CO emissions and cost that can be achieved through the use of geotube technology. Geotubes, with the use of dredge material, may provide a sustainable beneficial use for dredge material and offer a serious economic and environmental alternative to traditional rubble mound structures."	 (C) 2012 Elsevier B.V. All rights reserved.	"Sheehan, C|Harrington, J"	RESOURCES CONSERVATION AND RECYCLING	geotube revetment breakwater coastal structures dredging beneficial use	10.1016/j.resconrec.2012.01.011
82	WOS:000358060800012	2015	A software development framework for structural optimization considering non linear static responses	DYNAMIC TOPOLOGY OPTIMIZATION EQUIVALENT LOADS	"In the real world, structural systems may not have linear static characteristics. However, structural optimization has been developed based on static responses because sensitivity analysis regarding static finite element analysis is developed quite well. Analyses other than static analysis are heavily required in the engineering community these days. Techniques for such analyses have been extensively developed and many software systems using the finite element method are easily available in the market. On the other hand, development of structural optimization using such analyses is fairly slow due to many obstacles. One obstacle is that it is very difficult and expensive to consider the nonlinearities or dynamic effects in the way of conventional optimization. Recently, the equivalent static loads method for non linear static response structural optimization (ESLSO) has been proposed for structural optimization with various responses: linear dynamic response, nonlinear static response, and nonlinear dynamic response. In ESLSO, finite element analysis other than static analysis is performed, equivalent static loads (ESLs) are generated, linear static response structural optimization is carried out with the ESLs and the process iterates. A software system for the automatic use of ESLSO is developed and described. One of the advantages of ESLSO is that it can use well developed commercial software systems for structural analysis and linear static response structural optimization. Various analysis and optimization systems are integrated in the developed system. The structure of the system is systematically defined and the software is developed by the C++ language on the Windows operating system."		"Lee, HA|Park, GJ"	STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION	structural optimization equivalent static loads (esls) equivalent static loads method for non linear static response structural optimization (eslso)	10.1007/s00158-015-1228-x
86	WOS:000375818700005	2016	River-to-sea pressure retarded osmosis: Resource utilization in a full-scale facility	POWER-GENERATION SALINITY GRADIENTS REVERSE ELECTRODIALYSIS OSMOTIC POWER SEAWATER DESALINATION ENERGY EFFICIENCY RO-PRO WATER SYSTEM PERFORMANCE	"Pressure retarded osmosis (PRO) is a technology that could be utilized to recover energy from the mixing of freshwater with seawater. This source of renewable energy is sizeable and in the past decade several investigations analyzed its potential. The vast majority of studies focused on mass transfer problems across the membrane in order to improve membrane productivity and just recently studies started to look at membrane module efficiencies and parasitic loads within the PRO facility. In this article, the net specific energy production from a facility-scale PRO system was determined and optimized by using a novel simulation method that integrates parasitic loads and efficiencies of the PRO facility components and combines the model with an optimization software in a linked system optimization scheme. It was found that the overall net specific energy that may be recovered by a river-to-sea PRO facility is approximately . kWh per m() of permeate. Furthermore, a sensitivity analysis was performed to elucidate the relationship between net specific energy and power density as functions of membrane area, flow rates, and operating pressures. In general, in order to maximize resource recovery, a low power density, thus a low membrane productivity, must be accepted."	 (C) 2016 Elsevier B.V. All rights reserved.	"O'Toole, G|Jones, L|Coutinho, C|Hayes, C|Napoles, M|Achilli, A"	DESALINATION	renewable energy salinity gradient power pressure retarded osmosis net specific energy power density facility analysis	10.1016/j.desal.2016.01.012
87	WOS:000331776000033	2014	Characterisation factors for life cycle impact assessment of sound emissions	ROAD TRAFFIC NOISE SENSITIVITY-ANALYSIS LCA FRAMEWORK	"Noise is a serious stressor affecting the health of millions of citizens. It has been suggested that disturbance by noise is responsible for a substantial part of the damage to human health. However, no recommended approach to address noise impacts was proposed by the handbook for life cycle assessment (LCA) of the European Commission, nor are characterisation factors (CFs) and appropriate inventory data available in commonly used databases. This contribution provides CFs to allow for the quantification of noise impacts on human health in the LCA framework. Noise propagation standards and international reports on acoustics and noise impacts were used to define the model parameters. Spatial data was used to calculate spatially-defined CFs in the form of -by--km maps. The results of this analysis were combined with data from the literature to select input data for representative archetypal situations of emission (e.g. urban day with a frequency of  Hz, rural night at  Hz, etc.). A total of  spatial and  archetypal CFs were produced to evaluate noise impacts at a European level (i.e. EU). The possibility of a user-defined characterisation factor was added to support the possibility of portraying the situation of full availability of information, as well as a highly-localised impact analysis. A Monte Carlo-based quantitative global sensitivity analysis method was applied to evaluate the importance of the input factors in determining the variance of the output. The factors produced are ready to be implemented in the available LCA databases and software. The spatial approach and archetypal approach may be combined and selected according to the amount of information available and the life cycle under study. The framework proposed and used for calculations is flexible enough to be expanded to account for impacts on target subjects other than humans and to continents other than Europe."	 (C) 2013 Elsevier B.V. All rights reserved.	"Cucurachi, S|Heijungs, R"	SCIENCE OF THE TOTAL ENVIRONMENT	noise noise impacts life cycle lcia lca annoyance	10.1016/j.scitotenv.2013.07.080
88	WOS:000209099900002	2011	ASSESSMENT OF COLLOCATION AND GALERKIN APPROACHES TO LINEAR DIFFUSION EQUATIONS WITH RANDOM DATA		"We compare the performance of two methods, the stochastic Galerkin method and the stochastic collocation method, for solving partial differential equations (PDEs) with random data. The stochastic Galerkin method requires the solution of a single linear system that is several orders larger than linear systems associated with deterministic PDEs. The stochastic collocation method requires many solves of deterministic PDEs, which allows the use of existing software. However, the total number of degrees of freedom in the stochastic collocation method can be considerably larger than the number of degrees of freedom in the stochastic Galerkin system. We implement both methods using the Trilinos software package and we assess their cost and performance. The implementations in Trilinos are known to be efficient, which allows for a realistic assessment of the computational complexity of the methods. We also develop a cost model for both methods which allows us to examine asymptotic behavior."		"Elman, HC|Miller, CW|Phipps, ET|Tuminaro, RS"	INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION	uncertainty quantification stochastic partial differential equations polynomial chaos stochastic galerkin method stochastic sparse grid collocation karhunen-loeve expansion	10.1615/Int.J.UncertaintyQuantification.v1.i1.20
89	WOS:000325074400040	2013	Estimation of nitrate load from septic systems to surface water bodies using an ArcGIS-based software	GROUND-WATER RIPARIAN ZONE DENITRIFICATION NITROGEN MODEL TRANSPORT SIMULATION TOPOGRAPHY AQUIFERS STREAM	"Nitrate, as a commonly identified groundwater and surface water pollutant, poses serious threats to human health and the environment. One important source of nitrate in the environment is due to wastewater treatment using Onsite Sewage Treatment and Disposal Systems (OSTDS) (a.k.a., septic systems). To facilitate water resources and environmental management, an ArcGIS-Based Nitrate Load Estimation Toolkit (ArcNLET) is developed to simulate nitrate transport and estimate nitrate load from septic systems and collocated fertilizer applications in groundwater to surface water bodies. It is a screening tool based on a simplified conceptual model of groundwater flow and nitrate transport. It is used in this study to estimate nitrate load from thousands of septic systems to surface water bodies in two neighborhoods located in Jacksonville, FL, USA, where nitrate due to septic systems is believed to be one of the reasons of nutrient enrichment and an isotope study indicates that denitrification is significant. A global sensitivity analysis is performed to identify critical parameters for model calibration, and the most critical parameter is the first-order decay coefficient used to simulate the denitrification process. Hydraulic conductivities at different soil zones have different levels of influence on simulated nitrate concentrations at different locations. By manually adjusting model parameters, simulated shapes of water table and nitrate concentration agree reasonably with average field observations, suggesting that ArcNLET is able to simulate spatial variability of field observations. Estimated nitrate loads exhibit spatial variability, which is useful to facilitate decisions on the conversion of OSTDS into sewers in certain areas for reducing nitrate load from septic systems to surface water bodies."		"Wang, LY|Ye, M|Rios, JF|Fernandes, R|Lee, PZ|Hicks, RW"	ENVIRONMENTAL EARTH SCIENCES	gis-based screening model nitrate transport denitrification nitrate loads sensitivity analysis morris method	10.1007/s12665-013-2283-5
91	WOS:000236011600030	2006	A standard interface between simulation programs and systems analysis software	TRANSPORT PARAMETERS AQUATIC SYSTEMS UNCERTAINTY MODELS MINIMIZATION FLOW	"A simple interface between simulation programs and systems analytical software is proposed. This interface is designed to facilitate linkage of environmental simulation programs with systems analytical software and thus can contribute to remedying the deficiency in applying systems analytical techniques to environmental modelling studies. The proposed concept, consisting of a text file interface combined with a batch mode simulation program call, is independent of model structure, operating system and programming language. It is open for implementation by academic and commercial simulation and systems analytical software developers and is very simple to implement. Its practicability is demonstrated by implementations for three environmental simulation packages (AQUASIM, SWAT and LEACHM) and two systems analytical program packages (UNCSIM, SUR). The properties listed above and the demonstration of the ease of implementation of the approach are prerequisites for the stimulation of a widespread implementation of the proposed interface that would be beneficial for the dissemination of systems analytical techniques in the environmental and engineering sciences. Furthermore, such a development could stimulate the transfer of systems analytical techniques between different fields of application."		"Reichert, P"	WATER SCIENCE AND TECHNOLOGY	systems analytical techniques environmental simulation programs statistical inference sensitivity analysis identifiability analysis uncertainty analysis	10.2166/wst.2006.029
92	WOS:000356196000011	2015	PUQ; A code for non-intrusive uncertainty propagation in computer simulations	STRENGTH MAXIMUM SCIENCE CHAOS	"We present a software package for the non-intrusive propagation of uncertainties in input parameters through computer simulation codes or mathematical models and associated analysis; we demonstrate its use to drive micromechanical simulations using a phase field approach to dislocation dynamics. The PRISM uncertainty quantification framework (PUQ) offers several methods to sample the distribution of input variables and to obtain surrogate models (or response functions) that relate the uncertain inputs with the quantities of interest (QoIs); the surrogate models are ultimately used to propagate uncertainties. PUQ requires minimal changes in the simulation code, just those required to annotate the QoI(s) for its analysis. Collocation methods include Monte Carlo, Latin Hypercube and Smolyak sparse grids and surrogate models can be obtained in terms of radial basis functions and via generalized polynomial chaos. PUQ uses the method of elementary effects for sensitivity analysis in Smolyak runs. The code is available for download and also available for cloud computing in nanoHUB. PUQ orchestrates runs of the nanoPLASTICITY tool at nanoHUB where users can propagate uncertainties in dislocation dynamics simulations using simply a web browser, without downloading or installing any software. Program summary Program title: PUQ Catalogue identifier: AEWP_v_ Program summary URL: http://cpc.cs.qub.ac.uk/summaries/AEWP_v_.html Program obtainable from: CPC Program Library, Queen's University, Belfast, N. Ireland Licensing provisions: MIT license No. of lines in distributed program, including test data, etc.:  No. of bytes in distributed program, including test data, etc.:  Distribution format: tar.gz Programming language: Python, C. Computer: Workstations. Operating system: Linux, Mac OSX. Classification: ., ., ., External routines: SciPy, Matplotlib, hpy Nature of problem: Uncertainty propagation and creation of response surfaces. Solution method: Generalized Polynomial Chaos (gPC) using Smolyak sparse grids. Running time: PUQ performs uncertainty quantification and sensitivity analysis by running a simulation multiple times using different values for input parameters. Its run time will be the product of the run time of the chosen simulation code and the number of runs required to achieve the desired accuracy."	 (C) 2015 Elsevier B.V. All rights reserved.	"Hunt, M|Haley, B|McLennan, M|Koslowski, M|Murthy, J|Strachan, A"	COMPUTER PHYSICS COMMUNICATIONS	uncertainty quantification surrogate model sensitivity analysis	10.1016/j.cpc.2015.04.011
95	WOS:000378360600044	2016	Tools for investigating the prior distribution in Bayesian hydrology	PARAMETER-ESTIMATION INFERENCE MODELS CALIBRATION	"Bayesian inference is one of the most popular tools for uncertainty analysis in hydrological modeling. While much emphasis has been placed on the selection of appropriate likelihood functions within Bayesian hydrology, few researchers have evaluated the importance of the prior distribution in deriving appropriate posterior distributions. This paper describes tools for the evaluation of parameter sensitivity to the prior distribution to provide guidelines for defining meaningful priors. The tools described here consist of two measurements, the Kullback-Leibler Divergence (KLD) and the prior information elasticity. The Kullback-Leibler Divergence (KLD) is applied to calculate differences between the prior and posterior distributions for different cases. The prior information elasticity is then used to quantify the responsiveness of the KLD values to the change of prior distributions and length of available data. The tools are demonstrated via a Bayesian framework using an MCMC algorithm for a conceptual hydrologic model with both synthetic and real cases. The results of the application of this toolkit suggest the prior distribution can have a significant impact on the posterior distribution and should be more routinely assessed in hydrologic studies."	 (C) 2016 Elsevier B.V. All rights reserved.	"Tang, YT|Marshall, L|Sharma, A|Smith, T"	JOURNAL OF HYDROLOGY	bayesian hydrological modeling prior distribution parameter sensitivity kullback-leibler divergence elasticity	10.1016/j.jhydrol.2016.04.032
97	WOS:000389785300007	2017	An automated decision support system for aided assessment of variogram models	GLOBAL SENSITIVITY-ANALYSIS ENVIRONMENTAL-MODELS VALIDATION FRAMEWORK NETWORKS ROBUST SOIL	"In the present paper, an extensive cross-validation procedure, based on the analysis of numerical indices and graphical tools, is described and discussed. The procedure has been implemented in a software application designed to support practitioners in the variogram model assessment. It provides an extensive report, which summarizes a large post-processing stage and suggests how to interpret the performed analysis to rate the model to be validated. Besides classical accuracy indices, two new integrated tools based on the variogram of residuals are introduced, which take the spatial nature of the dataset into account. Finally, inspecting the summary report, the user can decide whether the considered model is satisfactory for his/her goals or it needs to be improved. Finally, a case study is presented related to the variogram assessment of groundwater level measured in a porous shallow aquifer of the Apulia Region (South -Italy). (C) "	 Elsevier Ltd. All rights reserved.	"Barca, E|Porcu, E|Bruno, D|Passarella, G"	ENVIRONMENTAL MODELLING & SOFTWARE	geostatistics extensive cross-validation rank coefficient of spatial correlation decision-support system	10.1016/j.envsoft.2016.11.004
103	WOS:000302212800003	2012	Effect of Temporal and Spatial Rainfall Resolution on HSPF Predictive Performance and Parameter Estimation	HYDROLOGICAL SIMULATION PROGRAM AUTOMATIC CALIBRATION MODEL PARAMETERS VARIABILITY RUNOFF PRECIPITATION RADAR UNCERTAINTY IMPACT FLOW	"Watershed-scale rainfall-runoff models are used for environmental management and regulatory modeling applications, but their effectiveness is limited by predictive uncertainties associated with model input data. This study evaluated the effect of temporal and spatial rainfall resolution on the predictive performance of Hydrological Simulation Program-Fortran (HSPF) using manual and automatic calibration procedures. Furthermore, the effect of automatic parameter estimation on the physical significance of calibrated parameter values was evaluated. Temporal resolutions examined included  min,  min,  h, and  h, and spatial resolution effects evaluated included the effect of a spatially averaged network of four rain gauges and Next-Generation Radar (NEXRAD) for selected rain events. Model efficiencies ranged from . to . when individual rain gauges (RG, RG, RG, and RG) were used one at a time. Model efficiency improved and ranged from . to . when a spatially averaged network of four rain gauges was used. The effect of temporal resolution on model performance varied with rain gauge location in the watershed and with use of a single gauge or spatially averaged rain gauges for model calibration. Rainfall resolution has a strong influence on parameter estimation because, to achieve high model performance, parameter values must shift whenever the resolution of the rainfall data is changed. Despite a shift in parameter values as a result of changes in rainfall resolution, the results showed that Parameter Estimation Software (PEST)-calibrated values remained within their parameter bounds. In summary, results obtained from a medium-sized Piedmont watershed in Georgia, USA, revealed that model performance was more sensitive to spatial resolution than temporal resolution. DOI: ./(ASCE)HE.-.."	 (C) 2012 American Society of Civil Engineers.	"Mohamoud, YM|Prieto, LM"	JOURNAL OF HYDROLOGIC ENGINEERING	hspf spatial resolution temporal resolution parameter estimation model performance watershed modeling	10.1061/(ASCE)HE.1943-5584.0000457
